ImageNumber,ObjectNumber,Annotation,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_CentralMoment_0_0,AreaShape_CentralMoment_0_1,AreaShape_CentralMoment_0_2,AreaShape_CentralMoment_0_3,AreaShape_CentralMoment_1_0,AreaShape_CentralMoment_1_1,AreaShape_CentralMoment_1_2,AreaShape_CentralMoment_1_3,AreaShape_CentralMoment_2_0,AreaShape_CentralMoment_2_1,AreaShape_CentralMoment_2_2,AreaShape_CentralMoment_2_3,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_HuMoment_0,AreaShape_HuMoment_1,AreaShape_HuMoment_2,AreaShape_HuMoment_3,AreaShape_HuMoment_4,AreaShape_HuMoment_5,AreaShape_HuMoment_6,AreaShape_InertiaTensorEigenvalues_0,AreaShape_InertiaTensorEigenvalues_1,AreaShape_InertiaTensor_0_0,AreaShape_InertiaTensor_0_1,AreaShape_InertiaTensor_1_0,AreaShape_InertiaTensor_1_1,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_NormalizedMoment_0_0,AreaShape_NormalizedMoment_0_1,AreaShape_NormalizedMoment_0_2,AreaShape_NormalizedMoment_0_3,AreaShape_NormalizedMoment_1_0,AreaShape_NormalizedMoment_1_1,AreaShape_NormalizedMoment_1_2,AreaShape_NormalizedMoment_1_3,AreaShape_NormalizedMoment_2_0,AreaShape_NormalizedMoment_2_1,AreaShape_NormalizedMoment_2_2,AreaShape_NormalizedMoment_2_3,AreaShape_NormalizedMoment_3_0,AreaShape_NormalizedMoment_3_1,AreaShape_NormalizedMoment_3_2,AreaShape_NormalizedMoment_3_3,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_SpatialMoment_0_0,AreaShape_SpatialMoment_0_1,AreaShape_SpatialMoment_0_2,AreaShape_SpatialMoment_0_3,AreaShape_SpatialMoment_1_0,AreaShape_SpatialMoment_1_1,AreaShape_SpatialMoment_1_2,AreaShape_SpatialMoment_1_3,AreaShape_SpatialMoment_2_0,AreaShape_SpatialMoment_2_1,AreaShape_SpatialMoment_2_2,AreaShape_SpatialMoment_2_3,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Cells
2,21,E,5150,9384,450,1378,348,1286,397.9149515,1334.495146,5150,-4.17E-11,2710856.749,-4092061.576,-7.67E-11,-1448848.126,11768582.83,-1635122951,2527257.379,-8517514.417,1437613444,-20335355967,1.77521004,5550,0.844541485,80.97643889,1,0.548806479,0.563313623,0.197496998,0.011984414,0.000521492,6.76E-05,1.25E-08,7.19E-06,2.33E-09,790.4486431,226.6608962,526.3799512,281.3297332,281.3297332,490.7295881,112.4596741,116.3872845,28.7923601,10.97915474,9.899494937,61.24137931,60.22104565,nan,nan,0.102209699,-0.002149929,nan,-0.054627133,0.006183098,-0.011970953,0.095287299,-0.004475018,0.01052496,-0.002074562,-0.001309301,-0.010129037,0.001709381,-0.002083845,-46.81272034,338.9482682,0.927927928,5150,257062,15542094,1042315372,249750,11017411,620846327,39844971871,14638920,581659265,30548472049,1.86E+12,0.481786579,0.062915727,0.17738672,0.087042498,0.007791069,0.016355085,0.031079374,0.043779849,0.021945642,0.012507575,0.012047907,0.008212651,0.000905272,0.008406127,0.013057815,0.004466623,0.003530318,0.012778631,0.012381384,0.008646113,0.020062165,0.010314329,0.005940281,0.008032016,0.003863558,0.003630916,0.002557425,0.005835774,0.009007844,0.005564326,397.9149515,1334.495146,0,21,21
2,22,,7174,12384,297,1494,153,1408,231.6416225,1452.372595,7174,-7.62E-11,8333151.612,-63043377.31,-5.89E-11,-1140065.057,-30994936.23,-2983381148,2497735.052,29971300.09,2456495082,63863018831,2.228324729,7796,0.85611325,95.57311596,1,0.579295866,0.448767627,0.210446286,0.014818564,0.001678715,0.000110659,-8.65E-09,-4.39E-06,4.69E-08,1191.521807,318.2198528,1161.576751,158.9162332,158.9162332,348.1649083,138.0737082,150.5456741,34.13209633,12.37946372,11.04536102,72.01832346,71.3548712,nan,nan,0.161914797,-0.014462256,nan,-0.022151691,-0.00711029,-0.008080247,0.04853149,0.006875466,0.006653218,0.002042136,-0.000176652,-0.002605628,-0.001216459,-0.000965106,-79.32871446,448.2031022,0.920215495,7174,564175,52700789,5392097305,318329,23893844,2128162724,2.08E+11,16622819,1236041466,1.08E+11,1.02E+13,0.40290826,0.111343103,0.126841251,0.033681165,0.084901749,0.023199759,0.016853946,0.013322673,0.018045044,0.011500697,0.024136777,0.011854601,0.001726053,0.009277678,0.011358747,0.008524007,0.004747923,0.007945546,0.015246998,0.006951271,0.016796218,0.011183412,0.003196615,0.003309401,0.004851402,0.008174109,0.004728743,0.003747618,0.008585402,0.003080179,231.6416225,1452.372595,0,22,22
2,23,,4790,7398,943,1567,806,1513,877.1041754,1538.43737,4790,-2.39E-11,6519663.016,-38900549.25,-2.39E-11,157609.7526,-4368038.726,223729754.1,600556.7109,4060277.927,746714987.9,2936981615,2.587834374,5825,0.95319849,78.09492569,1,0.64747229,0.386423494,0.310329005,0.066742146,0.001111447,0.000486426,3.57E-07,0.000124238,1.44E-08,1361.974273,124.5016622,1361.098751,-32.90391495,-32.90391495,125.3771839,147.6197424,136.1322886,22.13594362,8.168211857,7.615773106,52.65056158,44.63212514,nan,nan,0.284154228,-0.024497228,nan,0.006869293,-0.002750728,0.002035716,0.026174777,0.002556919,0.006794356,0.000386124,0.000503816,0.000525373,-5.39E-05,0.000138297,88.47580854,394.6761902,0.822317597,4790,340589,30736963,3073776383,121845,8821298,799912870,79871289992,3699973,275162162,25167123654,2.51E+12,0.329096558,0.030271934,0.112349313,0.08665067,0.026179178,0.01864902,0.0277729,0.058373329,0.034254443,0.014703431,0.018000212,0.011637252,0.024879898,0.013906789,0.024456104,0.015261226,0.009527958,0.007805396,0.009785725,0.00693648,0.008433061,0.008768059,0.00343957,0.00856388,0.007489351,0.004368238,0.002864632,0.005710345,0.003745324,0.004014947,877.1041754,1538.43737,0,23,23
2,24,E,4089,8673,462,1563,285,1514,386.9369039,1534.220347,4089,-1.47E-11,6965809.721,-135524340.5,2.12E-11,873382.8496,-13285440.64,3137233757,444176.4671,2821535.276,614419292.3,-8277789854,3.554395994,5214,0.976474463,72.15453207,1,0.471463162,0.281341753,0.443183086,0.163054737,0.019650609,0.015522164,0.000271034,0.006243568,-5.62E-06,1731.657672,80.51796703,1703.548477,-213.5932623,-213.5932623,108.6271624,166.4527643,176.9180601,20.59126028,6.863639079,6,44.10582935,35.89272172,nan,nan,0.416617382,-0.126757751,nan,0.052236063,-0.012426053,0.045887622,0.026565704,0.00263902,0.008986975,-0.001893453,0.001623053,0.002277083,9.75E-05,0.001460058,82.50287174,427.3624817,0.784234753,4089,416820,49455150,6325926684,82681,9301628,1164774754,1.54E+11,2116015,253841762,32689099452,4.39E+12,0.166253355,0.026247353,0.081090261,0.038902246,0.022007347,0.008488938,0.034139017,0.037364255,0.018081457,0.013754249,0.008019983,0.004450602,0.020167633,0.021923161,0.02032693,0.010768289,0.00797918,0.005725171,0.003551253,0.00295442,0.012445596,0.013277832,0.012611702,0.012922646,0.007232567,0.005753454,0.003944329,0.002032602,0.002181727,0.002185708,386.9369039,1534.220347,0,24,24
2,25,E,4804,8910,675,1584,585,1485,637.7912157,1542.415487,4804,-1.01E-11,2331625.589,-18823256.5,-3.47E-11,-1299383.266,15346084.88,-1373192859,2497666.688,4981912.809,1488808646,-15586704605,1.869527899,5145,0.837044277,78.20896862,1,0.539169473,0.534894398,0.209255795,0.012731859,0.002269311,9.36E-05,-3.47E-08,-8.84E-06,2.57E-08,773.6633825,231.6014545,485.350872,270.4794476,270.4794476,519.913965,111.2592204,126.5069168,29.06888371,10.18203987,9,64.839333,60.87383077,nan,nan,0.101030573,-0.011767583,nan,-0.056302966,0.009593788,-0.012385757,0.108225222,0.003114502,0.013428574,-0.002028354,-0.013922653,-0.014532371,0.000363662,-0.002912145,-43.17210582,335.9482682,0.93372206,4804,253609,15719953,1057230871,275824,13261701,780722799,50894845791,18334236,823659073,46805324171,2.99E+12,0.382194625,0.07801047,0.1582935,0.0359444,0.07441571,0.006838996,0.009780499,0.021481783,0.025759123,0.01907566,0.010850341,0.0057736,0.006146821,0.005772497,0.024774673,0.012096629,0.012510221,0.008387024,0.012156183,0.001734823,0.012835606,0.009310577,0.005118771,0.010334019,0.009149755,0.006173149,0.002990439,0.006179383,0.003129623,0.000878881,637.7912157,1542.415487,0,25,25
2,26,,1516,2530,1111,1610,1065,1555,1087.835092,1578.949868,1516,3.21E-12,167570.7731,106153.9067,-3.55E-12,-80991.53298,-243900.5346,-18911877.25,251368.19,72859.64313,22435564.01,87990670.22,1.652125476,1682,0.778837283,43.93439598,1,0.599209486,0.605280903,0.182285595,0.006296979,0.000173934,8.96E-06,-1.79E-10,-5.93E-07,-3.05E-10,198.3224388,78.02252366,110.5348107,53.42449405,53.42449405,165.8101517,56.33079993,56.36488268,16.1245155,6.257999122,5.656854249,35.36322413,35.3321437,nan,nan,0.072912144,0.001186282,nan,-0.035240431,-0.002725616,-0.005427965,0.109373451,0.000814215,0.006439311,0.000648619,0.004951569,-0.007037868,-0.000570597,-0.000862757,-31.3232382,177.4091629,0.901307967,1516,34618,958076,29636896,36308,748105,19002995,547482373,1120940,21790155,517526581,13956654303,0.591769648,0.101482757,0.15650936,0.069492113,0.045248485,0.02306144,0.011329548,0.023319812,0.012992783,0.024384607,0.008898442,0.011448633,0.014033552,0.007993436,0.007168372,0.011733904,0.015334444,0.017904411,0.008132717,0.009847841,0.003136677,0.006904558,0.008741401,0.008130332,0.00651354,0.002561716,0.004076407,0.00280224,0.004121111,0.006522293,1087.835092,1578.949868,0,26,26
2,27,,3149,4872,1168,1616,1081,1560,1128.535408,1591.632899,3149,1.69E-11,1233201.302,-2347713.084,3.03E-11,-145880.0683,5597706.132,-207291026.7,621045.6316,-2161146.392,218687167.1,-2557557613,1.999873368,3595,0.731824591,63.32007049,1,0.64634647,0.50003166,0.186991665,0.004676637,0.001216777,0.000103562,3.63E-08,4.65E-06,-5.99E-09,402.0920355,186.744717,391.6167996,46.3258394,46.3258394,197.2199529,80.20893073,89.89994438,24.69817807,8.696282849,7.615773106,55,54.66182829,nan,nan,0.124362274,-0.004219037,nan,-0.014711286,0.010059547,-0.006638386,0.062629391,-0.003883761,0.007003342,-0.001459557,-0.003902712,-0.000976875,0.000844458,-0.000648371,-77.25850838,281.3147545,0.875938804,3149,149689,8348729,511753981,99612,4589217,255823273,15790340493,3772062,167916141,9247338077,5.68E+11,0.495150513,0.078487987,0.182298722,0.063640775,0.027528717,0.024877912,0.018003916,0.025022461,0.023234314,0.017140715,0.027499372,0.006779513,0.00654026,0.007813998,0.013209786,0.006262403,0.013398041,0.021208545,0.009437133,0.003996905,0.00714606,0.007718007,0.004496392,0.008182177,0.006716646,0.002748293,0.003495723,0.008817605,0.00687025,0.000658277,1128.535408,1591.632899,0,27,27
2,28,,3804,5529,1259,1625,1162,1568,1208.929285,1592.129075,3804,-6.62E-11,2256005.978,-4862333.018,4.49E-12,-70534.27892,-4663212.324,-159089089.2,662885.6243,2075013.839,352306763.4,624619808.4,1.997420611,4298,0.841399732,69.59456321,1,0.688008681,0.50064568,0.201714422,0.012215946,0.000445386,2.45E-05,-3.86E-10,-7.83E-07,2.53E-09,593.8808453,173.4408166,593.0615083,18.54213431,18.54213431,174.2601536,97.47868241,101.5923225,24.18677324,9.09467416,8.062257748,55.74635511,52.67877245,nan,nan,0.155904708,-0.005448079,nan,-0.004874378,-0.005224971,-0.00289014,0.045809714,0.002324983,0.006400287,0.000183981,0.001385391,-7.85E-05,-0.000330294,-0.000196552,-87.46986884,309.001046,0.88506282,3804,178519,10633775,705918619,91787,4236964,245299692,15751525156,2877621,133715856,7653571072,4.82E+11,0.469276546,0.020363708,0.188399793,0.07574497,0.025296141,0.012954529,0.020867451,0.05171922,0.019941941,0.006736693,0.012350201,0.008205133,0.006815895,0.003151017,0.014840103,0.007074018,0.013259173,0.002623011,0.006316831,0.00545298,0.006336919,0.013891651,0.006176551,0.00176067,0.01074372,0.007540443,0.006546329,0.003926814,0.002302435,0.003394016,1208.929285,1592.129075,0,28,28
2,29,,4248,6720,457,1667,397,1555,423.2363465,1603.696092,4248,3.35E-12,853142.7081,2849857.997,-5.98E-11,-509240.8766,-821470.6148,-232203504.5,3072742.655,-12271559.22,590811329.4,-3215042133,2.124955727,4881,0.875783081,73.54401122,1,0.632142857,0.47059804,0.217554764,0.018314473,0.001474929,0.00030692,1.94E-07,3.61E-05,7.13E-08,749.5293133,174.643324,200.8339708,119.8777958,119.8777958,723.3386665,109.510132,119.40268,25,9.352023092,8.246211251,57.49922504,52.86107437,nan,nan,0.0472773,0.002423048,nan,-0.02821982,-0.000698443,-0.003029111,0.170277464,-0.010433703,0.007707176,-0.000643489,0.016278854,-0.011310627,0.001626808,-0.001064753,-12.32420717,336.8000359,0.87031346,4248,111452,3777236,146717426,206861,4918036,156393922,5796103072,13146065,283037076,8336549782,2.90E+11,0.379373051,0.050931265,0.168962985,0.066631254,0.029822458,0.006547984,0.035492323,0.05528601,0.018158173,0.016205761,0.00834373,0.005587499,0.012161785,0.008304625,0.016087483,0.005861964,0.00335713,0.014569813,0.010091888,0.005096311,0.001977367,0.010092281,0.002484628,0.005074131,0.003299435,0.006215287,0.007058996,0.009629629,0.009692414,0.002817067,423.2363465,1603.696092,0,29,29
2,30,,7733,12750,1354,1663,1229,1561,1294.817665,1610.822191,7733,-5.76E-11,5912492.907,-20388406.04,8.25E-11,-442172.7112,-480965.0557,-667066877.6,4063928.512,11856819.88,2115368267,5846169337,2.075221851,8720,0.583786692,99.22681794,1,0.606509804,0.481876191,0.166831773,0.001174304,0.000113348,3.11E-06,1.88E-11,3.31E-08,5.54E-11,777.5527174,512.5573847,764.5794526,57.17997042,57.17997042,525.5306494,111.5385291,124.4869471,42.04759208,14.31621314,12.20655562,94.86573418,90.5589209,nan,nan,0.098872294,-0.003877156,nan,-0.00739428,-9.15E-05,-0.001442532,0.067959479,0.002254749,0.004574482,0.000143765,-0.000603129,-0.00117531,-0.000316131,-0.000129558,-77.21687193,449.0670632,0.886811927,7733,508968,39411578,3351882564,385275,24915728,1904884636,1.60E+11,23259173,1498661240,1.13E+11,9.41E+12,0.631602364,0.052005828,0.20487459,0.046159234,0.003120156,0.016243759,0.033484343,0.014189371,0.001097917,0.018795329,0.006339552,0.016012458,0.027158411,0.019262258,0.002306475,0.012003975,0.007697294,0.004747988,0.013810585,0.00384757,0.006542728,0.008599816,0.002164397,0.006940851,0.009156878,0.005641846,0.001841646,0.004030192,0.005726307,0.002380285,1294.817665,1610.822191,0,30,30
2,31,E,5493,8300,243,1636,160,1536,206.6304387,1587.889678,5493,2.13E-11,2021805.791,-5709807.467,-6.53E-11,-486061.9541,-589360.4514,-294948715.2,3150629.145,7815756.307,899909515.6,3935475238,2.339880222,6280,0.668744172,83.62956905,1,0.661807229,0.427372303,0.171425663,0.002437649,0.000173389,9.27E-06,3.29E-10,4.56E-07,-1.74E-10,606.422301,335.218867,368.0695049,88.48752123,88.48752123,573.571663,98.50257263,105.1189802,34.13209633,11.65719857,10.04987562,82,73.23593292,nan,nan,0.06700701,-0.002553274,nan,-0.016109143,-0.000263546,-0.001779581,0.104418653,0.003494999,0.005429628,0.000320379,-0.002632389,-0.004167644,-0.000345494,-0.000423284,-20.36724208,401.8893937,0.874681529,5493,256141,13965773,834075697,285030,12805012,678759536,39731847874,17940744,793957324,41317378448,2.38E+12,0.632932563,0.05458612,0.192027349,0.06392917,0.007739384,0.01991059,0.027326276,0.012671437,0.017424747,0.019181813,0.01782463,0.007723655,0.016706696,0.01937152,0.005183409,0.012869064,0.005239533,0.014252255,0.006626556,0.00303778,0.001405317,0.003205162,0.008877721,0.012998149,0.005227773,0.004419725,0.010182375,0.005287061,0.003604683,0.00139639,206.6304387,1587.889678,0,31,31
2,32,E,4825,7446,173,1679,100,1577,136.7745078,1627.500518,4825,-1.56E-11,1458438.664,-1213582.927,5.22E-11,-458063.4363,-2841423.284,-259256432.5,2561058.249,3485033.408,525507239.4,1492444352,1.819597735,5168,0.72510604,78.37972189,1,0.647998926,0.549572019,0.172654167,0.003791708,0.000102566,1.98E-06,-2.31E-11,-1.02E-07,1.62E-11,565.0823211,267.9740339,302.2670807,94.93542721,94.93542721,530.7892743,95.08584089,103.3247308,31.04834939,11.41510835,10,67.28435874,65.47964984,nan,nan,0.062646027,-0.000750458,nan,-0.019675736,-0.001757084,-0.002308009,0.11000814,0.002155081,0.004678286,0.000191275,0.001835027,-0.004364078,-0.000310067,-0.000365999,-19.86098521,332.155375,0.933630031,4825,177437,7983597,399645995,243665,8502597,366644247,17751191475,14866267,503919803,20916174917,9.75E+11,0.575199918,0.03635518,0.211868079,0.06170114,0.021684133,0.002362791,0.020186657,0.02954525,0.020440734,0.01268078,0.007302597,0.001210298,0.025308203,0.019218238,0.007696793,0.010477659,0.014809911,0.008167252,0.00181014,0.000529156,0.004251466,0.008519383,0.01290706,0.004516869,0.006508456,0.004620206,0.003125312,0.001122693,0.001299915,0.001086209,136.7745078,1627.500518,0,32,32
2,33,E,4189,6384,254,1711,178,1627,220.0207687,1667.962521,4189,-1.34E-11,1370777.193,-7151058.736,1.10E-11,223748.2607,697568.6676,168434058.4,1597545.116,7957311.747,356433893.8,2616742414,1.571217052,4435,0.537726324,73.03150315,1,0.656171679,0.636449304,0.169157141,0.000817338,0.000747172,2.57E-06,1.10E-10,7.22E-08,2.58E-11,414.1795576,294.4197045,327.2325598,-53.41328734,-53.41328734,381.3667023,81.40560744,83.09632964,30.01666204,10.77451598,9.486832981,70.71067812,68.63465066,nan,nan,0.078117107,-0.006296431,nan,0.012750844,0.000614202,0.002291389,0.091040034,0.007006328,0.004848952,0.000550015,0.000822882,0.00190944,0.00030817,0.000273653,31.56324172,287.5929291,0.944532131,4189,176025,8767483,476467539,171592,7434176,378639922,20958929810,8626386,388775268,20154921090,1.13E+12,0.706025417,0.014511802,0.17572794,0.044904372,0.00484905,0.060936298,0.04404758,0.00804552,0.012722716,0.009784361,0.011597349,0.017001943,0.013550987,0.017844253,0.003780014,0.009143565,0.000655665,0.019446117,0.00262929,0.008273087,0.006723884,0.001216447,0.004818435,0.003497671,0.005105595,0.007078415,0.001469776,0.011344287,0.001339415,0.000554615,220.0207687,1667.962521,0,33,33
2,34,,1125,2028,505,1673,466,1621,482.28,1651.275556,1125,-1.71E-13,121780.8,370752.432,-6.30E-12,66559.2,-14262.832,10290498.16,159396.5778,-597842.4747,17665928.23,-68539869.71,2.029074223,1407,0.812090439,37.84698783,1,0.554733728,0.492835594,0.222164842,0.01194617,0.003164608,0.000659591,8.34E-07,4.62E-05,4.61E-07,186.4481512,63.48729573,108.2496,-59.16373333,-59.16373333,141.6858469,54.61840733,58.18075283,12,4.611798387,4.123105626,36.73703442,31.87156619,nan,nan,0.096221867,0.008733789,nan,0.052589985,-0.000335989,0.007227346,0.125942975,-0.014083333,0.012407346,-0.00143519,-0.024783195,0.018075976,-0.003132389,0.002339943,37.11054798,169.3675324,0.799573561,1125,18315,419949,11172705,34060,621056,14867094,400775984,1190582,22815066,555736308,15033105018,0.423159376,0.070252086,0.149877398,0.062307531,0.059168542,0.0061015,0.003042637,0.034547434,0.028651187,0.022550763,0.015982263,0.003783091,0.013519571,0.01614543,0.021118485,0.015045634,0.009208822,0.015309242,0.007217641,0.005422564,0.000801013,0.011947743,0.010479855,0.006261625,0.009148641,0.004139962,0.003582405,0.008535816,0.011420588,0.002102981,482.28,1651.275556,0,34,34
2,35,,3614,5520,510,1782,464,1662,487.6870504,1713.135584,3614,-5.12E-12,493855.054,-1203558.948,3.20E-11,356891.3453,-2809866.718,93783362.88,2756563.564,4642204.968,343625222.8,-413257507,2.269399882,4116,0.918636439,67.83426652,1,0.654710145,0.440645127,0.248864529,0.032999286,0.001553809,0.0004221,3.39E-07,7.61E-05,-4.56E-08,777.9525037,121.4439041,136.6505407,-98.75244752,-98.75244752,762.7458672,111.5671997,120.6026534,21.58703314,8.275887088,7.280109889,44.10210398,44.08063595,nan,nan,0.037811439,-0.001532841,nan,0.027324972,-0.003578618,0.001986833,0.21105309,0.005912266,0.007279819,-0.000145634,0.023651501,0.012547796,-0.000791086,0.000694371,8.754070021,321.0365799,0.878036929,3614,85605,2521585,81921291,184804,4734353,143040261,4683933929,12206624,330280817,10145521333,3.33E+11,0.312662947,0.04199596,0.148520751,0.061428391,0.016376561,0.011296984,0.05110857,0.053930778,0.020634289,0.005591502,0.00587951,0.001190562,0.021884964,0.019106583,0.02275655,0.006863915,0.002808865,0.006512595,0.00233949,0.005671998,0.002948378,0.002959178,0.008470266,0.008076159,0.00478163,0.001065506,0.007785034,0.006002774,0.006507073,0.006658135,487.6870504,1713.135584,0,35,35
2,36,,6470,11682,849,1764,731,1665,786.4928903,1718.265224,6470,-4.91E-11,4194201.173,22984955.51,8.91E-11,-468611.7997,19487470.22,-675915742.3,3284838.875,-20528241.13,1351628440,-15886083247,2.466290936,7809,0.545252936,90.76265672,1,0.55384352,0.405467168,0.178664101,0.000973175,0.001173143,5.51E-07,3.66E-12,1.56E-08,-1.35E-11,678.8966054,477.0601254,648.2536589,72.42840799,72.42840799,507.7030719,104.2225776,117.8346299,34.4818793,11.57629809,9.848857802,95.08506481,87.36682441,nan,nan,0.100193765,0.006826262,nan,-0.011194499,0.00578755,-0.002495627,0.078470336,-0.006096647,0.004990505,-0.000729209,-0.005925093,-0.000666698,0.000337935,-0.000222544,-67.06779322,447.7949853,0.828531182,6470,359039,24118313,1826876543,344626,18655681,1252145571,95548105783,21641420,1130495279,74152353121,5.58E+12,0.58515624,0.029050358,0.197891745,0.032674949,0.005911986,0.046692785,0.009478541,0.023443339,0.027479029,0.008146336,0.024115689,0.011206101,0.021168565,0.008803161,0.019477943,0.006930825,0.004402183,0.016455752,0.003131529,0.006556198,0.007380681,0.011206187,0.001740493,0.005944717,0.004396274,0.002573735,0.008049258,0.010219105,0.004585411,0.008464013,786.4928903,1718.265224,0,36,36
2,37,E,4536,7743,323,1791,234,1704,277.6455026,1750.277557,4536,3.50E-12,2057001.968,4564545.343,-3.94E-11,1099987.312,-2701917.984,1007092775,1953099.555,-7667463.556,1001493048,-7492881831,1.598739545,4779,0.842037731,75.99614842,1,0.58581945,0.625492753,0.19489885,0.011458052,0.000397676,4.61E-05,5.03E-09,2.89E-06,3.69E-09,684.8025111,199.2586714,453.4836791,-242.501612,-242.501612,430.5775034,104.6749262,109.7132626,27.80287755,10.74805778,9.848857802,57.00342309,56.46360547,nan,nan,0.099974356,0.003293934,nan,0.053461555,-0.001949798,0.010790718,0.094924494,-0.005533107,0.010730718,-0.001192047,-0.004458559,0.010876889,-0.001427354,0.002123075,46.35200408,301.8772004,0.949152542,4536,197976,10697764,651031602,209915,10261833,588383467,37067661513,11667453,603373839,35600146341,2.28E+12,0.479805149,0.033967015,0.193080372,0.079736747,0.008840535,0.015329971,0.025160909,0.045275895,0.026295556,0.01345582,0.013122556,0.008369351,0.011022278,0.008845333,0.010254374,0.01182038,0.002218406,0.009819321,0.009213667,0.004839205,0.015692184,0.014686514,0.008950594,0.004038901,0.007643113,0.005415729,0.000787096,0.006422351,0.005716661,0.003260236,277.6455026,1750.277557,0,37,37
2,38,E,4115,7227,583,1844,510,1745,539.9987849,1808.413852,4115,-6.25E-12,1287072.994,8207862.639,6.82E-12,622164.0693,7814412.513,395685393.6,2063786.21,-7473894.898,621273335.8,2715578569,1.754158572,4450,0.780345811,72.38356669,1,0.569392556,0.57007389,0.197886652,0.007503941,0.002623413,0.000195966,1.05E-07,7.56E-06,9.35E-08,585.3833266,228.9202467,312.7759402,-151.1941845,-151.1941845,501.5276332,96.778785,114.0570033,28.86173938,9.997969984,9,63.39789517,60.5204424,nan,nan,0.076008734,0.007556235,nan,0.036742208,0.007194022,0.00567859,0.121877918,-0.006880538,0.008916064,0.00060753,-0.021176497,0.011300098,-0.000281813,0.001319245,29.01373539,301.1787156,0.924719101,4115,123445,4990273,235131241,260948,8450287,361595177,17689238611,18611504,629756251,27822933213,1.39E+12,0.402750459,0.130880715,0.116003951,0.036072442,0.074391667,0.017271563,0.008751471,0.015876635,0.01951652,0.015970819,0.019097249,0.012623195,0.005327731,0.020510773,0.013336452,0.012109113,0.009266734,0.012650306,0.014264788,0.007071626,0.006092422,0.005400829,0.004913476,0.004258918,0.003398357,0.004086578,0.004158104,0.007988162,0.006428552,0.001653605,539.9987849,1808.413852,0,38,38
2,39,,15993,31031,1147,1897,1004,1680,1056.680423,1779.084474,15993,-8.85E-11,13519967.64,245359473.9,-1.05E-10,-7358573.251,-247553199.1,-20352134808,52171146.88,-283399028.5,38055554608,2.19E+11,3.103079951,21051,0.879030923,142.6987037,1,0.515387838,0.322260469,0.256830594,0.026146007,0.004457063,0.000726016,1.20E-06,0.000112936,-5.10E-07,3346.758062,760.7336227,845.3678259,460.1121272,460.1121272,3262.123859,231.4046866,216.0833173,46.40043103,15.12984172,13.34166406,132.8908146,110.3255998,nan,nan,0.052858615,0.007585391,nan,-0.028769595,-0.007653211,-0.00497531,0.203971979,-0.0087614,0.009303112,0.000424098,0.034572219,-0.007841218,-8.43E-05,-0.001041762,-10.42262528,789.7077195,0.759726379,15993,842518,57904172,4720250950,1584658,76121880,4714545754,3.47E+11,209186152,9278375152,5.19E+11,3.39E+13,0.424030929,0.033914072,0.128456609,0.09361252,0.031607428,0.023152074,0.010022572,0.064883605,0.0148143,0.013302097,0.012808296,0.026160218,0.023604638,0.00693839,0.008284675,0.007366454,0.009399745,0.007126838,0.019950739,0.011390837,0.009777171,0.005907701,0.003506351,0.00775822,0.002362412,0.003043606,0.009227517,0.007282189,0.005211224,0.002467778,1056.680423,1779.084474,0,39,39
