ImageNumber,ObjectNumber,,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_CentralMoment_0_0,AreaShape_CentralMoment_0_1,AreaShape_CentralMoment_0_2,AreaShape_CentralMoment_0_3,AreaShape_CentralMoment_1_0,AreaShape_CentralMoment_1_1,AreaShape_CentralMoment_1_2,AreaShape_CentralMoment_1_3,AreaShape_CentralMoment_2_0,AreaShape_CentralMoment_2_1,AreaShape_CentralMoment_2_2,AreaShape_CentralMoment_2_3,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_HuMoment_0,AreaShape_HuMoment_1,AreaShape_HuMoment_2,AreaShape_HuMoment_3,AreaShape_HuMoment_4,AreaShape_HuMoment_5,AreaShape_HuMoment_6,AreaShape_InertiaTensorEigenvalues_0,AreaShape_InertiaTensorEigenvalues_1,AreaShape_InertiaTensor_0_0,AreaShape_InertiaTensor_0_1,AreaShape_InertiaTensor_1_0,AreaShape_InertiaTensor_1_1,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_NormalizedMoment_0_0,AreaShape_NormalizedMoment_0_1,AreaShape_NormalizedMoment_0_2,AreaShape_NormalizedMoment_0_3,AreaShape_NormalizedMoment_1_0,AreaShape_NormalizedMoment_1_1,AreaShape_NormalizedMoment_1_2,AreaShape_NormalizedMoment_1_3,AreaShape_NormalizedMoment_2_0,AreaShape_NormalizedMoment_2_1,AreaShape_NormalizedMoment_2_2,AreaShape_NormalizedMoment_2_3,AreaShape_NormalizedMoment_3_0,AreaShape_NormalizedMoment_3_1,AreaShape_NormalizedMoment_3_2,AreaShape_NormalizedMoment_3_3,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_SpatialMoment_0_0,AreaShape_SpatialMoment_0_1,AreaShape_SpatialMoment_0_2,AreaShape_SpatialMoment_0_3,AreaShape_SpatialMoment_1_0,AreaShape_SpatialMoment_1_1,AreaShape_SpatialMoment_1_2,AreaShape_SpatialMoment_1_3,AreaShape_SpatialMoment_2_0,AreaShape_SpatialMoment_2_1,AreaShape_SpatialMoment_2_2,AreaShape_SpatialMoment_2_3,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Cells
1,40,,4666,7950,2212,2120,2106,2045,2162.294685,2084.231033,4666,-1.33E-11,2884753.808,-8713017.042,1.48E-12,-659683.6704,205872.7526,-684473803.6,1266280.946,3458550.065,578203596.2,1064340555,1.754894526,5258,0.81814229,77.07746568,1,0.586918239,0.569834816,0.19066321,0.009198689,0.000169799,1.53E-05,4.46E-11,-1.01E-08,7.82E-10,668.5748238,221.0597143,618.2498517,141.3809838,141.3809838,271.3846863,103.4272555,107.0794098,25.61249695,10.26492427,9.219544457,65.76093065,59.47230808,nan,nan,0.13250104,-0.005858774,nan,-0.030300254,0.000138432,-0.00673787,0.05816217,0.002325585,0.00569176,0.000153382,-0.001831425,-0.003854216,-0.000136869,-0.000599795,-70.4066653,320.7766953,0.887409661,4666,262671,17671735,1310904351,183052,9645171,619212923,44506632837,8447600,427253387,26367178059,1.83E+12,0.517912893,0.06651843,0.17966547,0.073231288,0.045011819,0.019023778,0.005382869,0.042250293,0.016732361,0.000871508,0.008008334,0.008691856,0.004615006,0.006414593,0.010152674,0.011888604,0.015413989,0.015442582,0.005757521,0.007053011,0.008422751,0.005634448,0.009117483,0.005274566,0.007685997,0.007557664,0.009256835,0.011093622,0.005698786,0.004502477,2162.294685,2084.231033,0,40,40
1,41,,4991,13685,1340,2225,1221,2110,1275.425366,2171.071328,4991,3.31E-11,3858281.949,18865208.95,-2.11E-11,3235716.57,16357585.13,4803680270,3849518.607,6574111.269,4493903699,54547720108,2.327531817,5494,0.955408191,79.71661413,1,0.364705882,0.429639669,0.30942495,0.067491869,0.001065427,0.000229602,8.89E-08,3.42E-05,-7.07E-08,1420.480828,123.8590946,773.0478759,-648.3102725,-648.3102725,771.2920471,150.757067,148.5530208,20.51828453,8.603564093,7.810249676,44.34137724,44.51680036,nan,nan,0.154888374,0.010719948,nan,0.129895867,0.009295019,0.03863771,0.154536575,0.003735667,0.036146067,0.006210408,-0.004752196,0.03878617,0.003897888,0.012527868,45.03879374,382.0731599,0.908445577,4991,271637,18642225,1453451933,304807,19824949,1507073145,1.25E+11,22464487,1624431049,1.31E+11,1.13E+13,0.287846297,0.050183535,0.109371261,0.064014949,0.045329951,0.027072,0.027523941,0.04055873,0.023947883,0.030316548,0.031281366,0.013237859,0.011683239,0.008204189,0.014599636,0.010291828,0.016117007,0.016243638,0.017952727,0.005660266,0.00088703,0.002366826,0.002930413,0.004105595,0.00650687,0.005121071,0.005807614,0.00707808,0.008362508,0.002111581,1275.425366,2171.071328,0,41,41
2,1,M,2329,7622,232,131,129,57,183.7260627,94.9463289,2329,-2.99E-11,1550453.228,-4908797.154,1.42E-11,-1007440.242,1869362.972,-1313617423,780522.2911,-7978.842654,897834085.4,-3104252994,2.675865789,2566,0.98042296,54.45525594,1,0.305562844,0.373710821,0.42973303,0.15812913,0.000972942,0.000365535,2.04E-07,9.81E-05,7.80E-08,963.492821,37.35540534,665.7162851,432.5634359,432.5634359,335.1319412,124.160723,121.7579566,12.04159458,5.252362152,5,25.23234315,24.4476274,nan,nan,0.285837821,-0.018752163,nan,-0.185729255,0.007141179,-0.103982543,0.143895209,-3.05E-05,0.071070214,-0.005091713,-0.003570859,-0.051687371,0.001022378,-0.033401461,-55.45648793,279.8477631,0.907638348,2329,127457,8525673,631368119,88377,3829085,215120879,13899718409,4134105,149777993,7284354863,4.18E+11,0.200025288,0.01692668,0.089129521,0.048913828,0.02007269,0.009721931,0.034524409,0.04112223,0.023073697,0.017580747,0.014280085,0.006735986,0.019228192,0.020347964,0.022447593,0.013420373,0.014651001,0.01148071,0.011038283,0.004921678,0.008136009,0.011181149,0.011754854,0.013201689,0.008719777,0.010823667,0.008659197,0.008372995,0.008588316,0.003686658,183.7260627,94.9463289,0,1,1
2,2,,2146,3465,2257,246,2194,191,2219.217614,217.5349487,2146,1.35E-12,400859.3742,1683976.85,-7.25E-12,10908.17894,340610.869,12067648.89,374791.8788,-536742.2968,38892755.66,-115933602,1.61062352,2368,0.289772763,52.27209641,1,0.619336219,0.620877559,0.168425197,5.45E-05,0.000271562,2.93E-05,2.62E-09,1.94E-07,-1.86E-11,188.6401271,172.800345,186.7937438,-5.083028396,-5.083028396,174.6467283,54.93852959,63.15061362,23.02172887,7.96267543,7,51.17091404,52.58141801,nan,nan,0.087042751,0.007893358,nan,0.002368606,0.001596556,0.00122105,0.081382446,-0.002515889,0.003935316,-0.000253224,-0.00096678,-0.000118184,-7.84E-06,2.38E-06,70.03671425,208.4091629,0.90625,2146,54117,1765561,66424647,56944,1446900,47739838,1821220884,1885798,47597480,1540573330,57694987460,0.684113845,0.120347004,0.146499863,0.029681799,0.00235668,0.026814758,0.016105219,0.026197058,0.012863218,0.025926278,0.018175143,0.010258548,0.001371349,0.006141872,0.014314206,0.010837826,0.002244021,0.016891783,0.01066425,0.006720144,0.009524498,0.011106777,0.006640323,0.004744543,0.011330743,0.000257516,0.005122826,0.004321797,0.008889057,0.001508492,2219.217614,217.5349487,0,2,2
2,3,,3668,6083,2295,301,2216,224,2252.455016,259.6562159,3668,-5.77E-12,1148089.578,514054.8366,6.03E-11,-162577.2244,-548180.4122,-77733985.33,1178541.488,3155013.167,296816537.6,2434688665,2.153761202,4478,0.496160649,68.33917361,1,0.602991945,0.464304027,0.172929414,0.000589189,0.000121157,2.42E-05,-3.35E-10,3.97E-07,1.27E-09,361.6696249,272.635464,313.0015206,44.32312551,44.32312551,321.3035682,76.07045418,83.67197858,27.45906044,9.155840484,7.810249676,68.27586207,66.04670638,nan,nan,0.085333021,0.000630865,nan,-0.012083731,-0.000672745,-0.001575154,0.087596393,0.003871933,0.006014508,0.000814593,-0.001319339,-0.00344513,-0.00072571,-0.000501838,-42.32482284,315.0782105,0.819115677,3668,133717,6022745,303780571,130787,4605265,202346605,10045799977,5841911,204528197,8865809693,4.35E+11,0.645931281,0.078342283,0.173590457,0.032105943,0.014729315,0.023099754,0.027532205,0.019870505,0.018196223,0.021286459,0.016805928,0.016089696,0.006831548,0.019711841,0.017490587,0.012169521,0.000149056,0.004041518,0.009702459,0.01217882,0.004391308,0.01281385,0.005368856,0.012293981,0.004819015,0.005184588,0.007581837,0.00322643,0.002139903,0.010643382,2252.455016,259.6562159,0,3,3
2,4,,5111,7917,2024,413,1933,326,1976.07885,366.528468,5111,3.98E-11,2356143.224,4895870.065,-7.33E-11,-398439.9726,-2171630.497,-322162828.9,1998167.608,-3388460.587,680492621.7,-974179173.2,1.863402083,5717,0.57810365,80.66924639,1,0.645572818,0.536652829,0.166689278,0.001118393,9.25E-05,9.94E-07,-7.39E-12,-2.46E-08,6.02E-12,511.4364627,340.512438,460.9945654,77.95734154,77.95734154,390.9543353,90.45984415,95.69221494,33.01514804,11.16482225,9.486832981,76.76080317,73.81191644,nan,nan,0.09019655,0.002621592,nan,-0.015252855,-0.001162843,-0.002413003,0.076492728,-0.00181442,0.005096896,-0.000102063,0.001747986,-0.002790108,-3.61E-05,-0.000366087,-57.09532092,345.9482682,0.89400035,5111,220176,11841072,717995508,207141,8524956,443400206,26278181622,10393275,412045546,20587754432,1.18E+12,0.704538576,0.080171871,0.166419718,0.045071536,0.01009213,0.006052443,0.039522845,0.011862574,0.014290847,0.028039682,0.008617095,0.005502464,0.00365035,0.013434489,0.006240592,0.012149124,0.007826195,0.004956776,0.010938157,0.003439261,0.001080146,0.003263991,0.010850641,0.004697605,0.006745711,0.010933663,0.003132949,0.001900552,0.00327405,0.009422511,1976.07885,366.528468,0,4,4
2,5,M,3720,7136,716,512,493,480,605.5760753,496.4032258,3720,1.19E-11,9277412.471,20011642.17,-4.37E-12,382835.8871,-2867338.492,2236394280,167437.1613,-774857.4589,263018219.7,797621893,5.067084781,4643,0.991822284,68.82187956,1,0.521300448,0.197352135,0.682510235,0.436435142,0.000804731,0.000530823,3.46E-07,0.00032598,-2.50E-08,2498.245264,40.69280913,2493.928084,-102.9128729,-102.9128729,45.00998959,199.9297982,222.3240878,15.13274595,5.366904764,5,30.05286841,25.51636624,nan,nan,0.670410775,0.023709663,nan,0.027664751,-0.003397204,0.043442974,0.01209946,-0.000918046,0.005109248,0.000254037,2.59E-05,0.000508968,-5.23E-05,0.000545974,87.59785858,486.6934342,0.801206117,3720,418783,56422359,8460648745,61020,7252228,1008837680,1.55E+11,1168362,143314238,20125607370,3.09E+12,0.095825263,0.001452762,0.056403629,0.019072897,0.001023122,0.001314808,0.033545258,0.020158019,0.009089077,0.003269796,0.001828313,0.000723973,0.022479477,0.016412756,0.010881073,0.005672593,0.00278515,0.001053566,0.001597557,0.000397302,0.0158073,0.012936413,0.009979536,0.007033486,0.004029299,0.00104897,0.001414862,0.001386742,0.001177214,0.000219468,605.5760753,496.4032258,0,5,5
2,6,,3964,5820,1335,664,1275,567,1302.960898,614.6135217,3964,3.68E-12,788566.9392,339842.6746,3.29E-11,88562.09586,-1157019.748,20509905.86,2040319.915,-599901.7705,246060966.8,-449907008.7,1.33886387,4145,0.785959341,71.04309646,1,0.681099656,0.746901924,0.180031411,0.006473102,5.00E-05,4.30E-06,6.29E-11,3.19E-07,4.45E-12,516.2852346,197.3592797,198.9321239,-22.34159835,-22.34159835,514.7123903,90.88764357,96.87620967,27.45906044,10.5738972,9.433981132,59,56.1938473,nan,nan,0.050184693,0.000343513,nan,0.005636125,-0.001169517,0.000329278,0.129846718,-0.000606382,0.003950407,-0.000114724,0.003226403,0.00205609,-9.17E-05,9.24E-05,4.02696797,258.2497834,0.956332931,3964,110837,3887669,153140639,188740,5365902,188901144,7422737790,11026896,316155520,10982626962,4.23E+11,0.537785994,0.039526614,0.204825524,0.070387803,0.021306138,0.02033957,0.003873821,0.028949581,0.024354202,0.011975232,0.013832982,0.00910849,0.025504931,0.016677042,0.004588392,0.014054299,0.012987112,0.008666936,0.004052904,0.005829795,0.007285478,0.011873581,0.008116376,0.003657209,0.008903743,0.001963812,0.007515938,0.010466223,0.000832276,0.004330576,1302.960898,614.6135217,0,6,6
2,7,,2576,3294,484,815,423,761,453.6743012,786.3839286,2576,-1.19E-12,620747.7387,-491763.697,-4.42E-12,35808.11607,-652910.3875,21969818.77,457195.2946,250322.0914,78962369.27,-37263304.22,1.128093224,2641,0.533101098,57.27010623,1,0.78202793,0.886451562,0.162444156,0.000723955,6.39E-05,9.57E-07,3.03E-12,1.20E-08,6.85E-12,243.8835304,174.5726161,240.9735011,-13.90066618,-13.90066618,177.4826454,62.46708322,62.43396512,25.94224354,9.437326573,8.485281374,52.45541221,52.85037236,nan,nan,0.093545614,-0.001460131,nan,0.005396221,-0.001938603,0.001285254,0.068898542,0.000743249,0.004619368,-4.30E-05,0.001272748,0.000616599,-0.000137096,0.000129732,78.17619162,191.0954544,0.975388111,2576,79017,3044539,130979349,65389,2041570,78826228,3387734488,2117025,67006486,2564608928,1.09E+11,0.833301587,0.035652221,0.121603736,0.059839338,0.018315653,0.021161509,0.0595228,0.022919427,0.01278779,0.00732638,0.007957252,0.009215824,0.012595552,0.005541373,0.004944073,0.007935446,0.005353688,0.01289035,0.009624827,0.004558248,0.006358721,0.010862915,0.004314005,0.003902972,0.002307435,0.005649669,0.004667174,0.001535314,0.004177199,0.00095803,453.6743012,786.3839286,0,7,7
2,8,M,1805,4134,163,904,124,798,141.8947368,854.2310249,1805,-2.48E-12,139178,177671.0526,-9.82E-12,-321448.1053,-979329.4936,-52263776.88,1279844.663,2790201.684,151104047.1,923352949.8,2.893061556,2087,0.979698175,47.93951792,1,0.436623125,0.345654588,0.435546892,0.161514845,0.003583993,0.001849274,4.71E-06,0.000640967,6.91E-07,755.7859788,30.3761611,77.10692521,178.0875929,178.0875929,709.0552147,109.9662478,110.063618,11.40175425,4.608420358,4.123105626,26.73528708,22.04582903,nan,nan,0.042718518,0.001283582,nan,-0.098663486,-0.007075153,-0.008887286,0.392828374,0.020157774,0.025694755,0.003695707,-0.030201412,-0.081703902,-0.010464046,-0.00829853,-14.70311804,256.1665222,0.864877815,1805,32300,717178,17992490,101497,1494814,27843866,598093960,6987125,91672252,1524510740,29421484930,0.189714164,0.015687526,0.088624725,0.046436651,0.011214595,0.006524101,0.040986606,0.039384304,0.023142296,0.010398191,0.004220542,0.004112893,0.024487559,0.02319263,0.022795271,0.014302151,0.008246022,0.005181222,0.001812017,0.0029097,0.013134081,0.014753442,0.014279904,0.01495779,0.009750851,0.005874042,0.004829848,0.002659478,0.000783797,0.002167346,141.8947368,854.2310249,0,8,8
2,9,M,5366,12960,1163,1026,1109,786,1139.882408,881.8678718,5366,-1.37E-11,901738.7993,-6044051.798,1.66E-10,2869632.627,-15038315.96,972740070,19059345.32,33325331.14,4068273296,-24103478069,4.66545412,7651,0.988161535,82.65714365,1,0.41404321,0.214341407,0.693238682,0.437391608,0.113820898,0.093246735,0.009604,0.060163924,0.000215517,3634.377227,85.54154279,168.0467386,-534.7805865,-534.7805865,3551.872032,241.1431849,242.491237,20,6.7383811,5.830951895,42.84534973,36.99546843,nan,nan,0.031316947,-0.002865507,nan,0.099660937,-0.007129721,0.006295711,0.661921735,0.015799662,0.02633044,-0.002129621,0.312218959,0.134734053,0.001139279,0.007765492,8.770364682,560.8893937,0.701346229,5366,165715,6019417,235545769,514427,18756377,739272711,30371258285,68376367,2695163323,1.11E+11,4.67E+12,0.116189983,0.024735938,0.046854734,0.030650606,0.022819624,0.01053161,0.012093399,0.026682672,0.014142034,0.015202169,0.01557079,0.005976713,0.00680116,0.011347093,0.014839118,0.008094221,0.011668753,0.013195804,0.010623591,0.003905942,0.002477272,0.005214154,0.006683967,0.008880274,0.005236513,0.009372481,0.00990416,0.009959668,0.007526002,0.002784195,1139.882408,881.8678718,0,9,9
2,10,,4305,8178,241,1066,154,972,189.0232288,1008.671545,4305,1.81E-11,1538057.677,10242690.23,1.31E-11,-688986.1545,-11837192.42,-575437802.1,2041219.564,-893871.1637,638119202.8,8636140129,2.291991556,4823,0.762501294,74.03577676,1,0.526412326,0.436301782,0.193129683,0.006265353,0.002066277,8.68E-05,-3.67E-08,-6.87E-06,2.66E-10,586.0905857,245.3326991,357.2723989,160.0432415,160.0432415,474.150886,96.83723133,109.0183471,28.86173938,9.874101687,8.485281374,67.02691183,62.65239968,nan,nan,0.082990104,0.008423278,nan,-0.03717613,-0.009734549,-0.007212385,0.110139579,-0.000735093,0.007998017,0.001649733,0.014992634,-0.008277654,-0.001040347,-0.001210384,-34.97025336,352.1259377,0.892597968,4305,150775,6818685,356790547,157871,4840166,189953480,8729506460,7830593,222826406,7841313356,3.21E+11,0.449451131,0.105497182,0.15494403,0.027194196,0.076977358,0.004729007,0.013157216,0.023446979,0.022077514,0.004781031,0.008566339,0.004921009,0.001538818,0.014988938,0.018157997,0.008316036,0.012708496,0.008010025,0.001360407,0.008325488,0.023887047,0.008509197,0.004591997,0.010087005,0.005703084,0.004942682,0.003646699,0.001149915,0.005463385,0.00507596,189.0232288,1008.671545,0,10,10
2,11,,2875,7310,827,1100,741,1015,779.1944348,1052.473739,2875,-5.19E-12,1239418.311,3285339.778,4.86E-11,795160.1798,7208890.963,738513413.2,940538.7673,6723715.109,680352539.7,12082004096,2.904715566,3316,0.92308501,60.50259243,1,0.393296854,0.344267787,0.263737718,0.038325915,0.003029108,0.001152421,2.11E-06,0.000215475,4.14E-07,660.5424253,97.703515,431.1020212,-276.5774539,-276.5774539,327.1439191,102.8040797,113.9517442,18.97366596,6.821178073,5.830951895,41.88410496,39.53803536,nan,nan,0.149948529,0.007412858,nan,0.096200854,0.01626574,0.031077412,0.113789189,0.015171017,0.028629942,0.009482143,0.00907967,0.028013917,0.008832116,0.010954453,50.32191204,323.9482682,0.867008444,2875,109809,5433511,305492985,107737,4910114,271564252,16492470818,4977847,256445018,15288920392,9.79E+11,0.2819071,0.042522104,0.137385822,0.055076839,0.024220296,0.012292849,0.048631725,0.050727209,0.019412249,0.003697357,0.011422614,0.003628913,0.021646557,0.022817252,0.017807232,0.010107779,0.005165113,0.007438208,0.006494094,0.001499372,0.009921071,0.00606428,0.008677612,0.006494524,0.007581797,0.002509857,0.007946041,0.009272778,0.003769695,0.001725908,779.1944348,1052.473739,0,11,11
2,12,M,4939,8778,1989,1088,1835,1031,1915.629277,1058.478842,4939,3.42E-11,6008494.207,-33679837.64,-2.40E-11,-1240814.241,-5563350.946,-3631052683,974082.539,8077859.078,1282703706,15194678372,2.44093258,5591,0.944060205,79.30025291,1,0.562656642,0.409679484,0.286244839,0.052942759,0.001221299,0.000239274,1.11E-07,3.04E-05,6.56E-08,1275.096136,138.6671248,1216.540637,251.2278276,251.2278276,197.2226238,142.8339532,158.9276565,24.18677324,8.715190173,8,53.74011537,47.10280243,nan,nan,0.246313148,-0.019645922,nan,-0.050866132,-0.003245181,-0.030138072,0.039931691,0.004711929,0.010646559,0.001794547,-0.000785934,-0.003549989,-0.000872059,-0.002034421,-76.8798917,389.2264428,0.88338401,4939,398228,38117330,4008614018,135718,9702030,841764822,80975411952,4703456,319121840,26397470448,2.42E+12,0.248971815,0.020266347,0.134187071,0.04383719,0.026331197,0.00503695,0.053664921,0.041829454,0.019686794,0.02144132,0.008897444,0.00295527,0.019343613,0.019775179,0.022359973,0.01155046,0.010926603,0.009094451,0.004374023,0.002304235,0.003938203,0.00554638,0.012346674,0.014300493,0.007593126,0.002956354,0.005179028,0.003979182,0.003364986,0.001864344,1915.629277,1058.478842,0,12,12
2,13,M,2940,10125,1942,1206,1861,1081,1902.89898,1135.136735,2940,1.99E-12,1014610.997,-2608006.718,1.55E-11,-1465661.39,5472495.95,-1082911563,2611673.033,-9369640.649,1698716469,-15957364340,2.920437554,3186,0.979095565,61.18271211,1,0.29037037,0.342414444,0.419533994,0.149149897,0.003005013,0.002256317,5.87E-06,0.00086959,6.79E-08,1184.427937,49.00200486,345.1057813,498.5242822,498.5242822,888.3241608,137.6620754,144.9172177,14.86606875,5.955991453,5.385164807,29.98833106,28.00057281,nan,nan,0.117382919,-0.005564682,nan,-0.169566082,0.011676619,-0.042613872,0.302151075,-0.019991925,0.066846536,-0.011580985,0.028363069,-0.110278761,0.019904832,-0.034356555,-30.70864263,328.4751801,0.922787194,2940,123183,6175853,341176263,159162,5203064,216993578,10356119864,11228184,302387568,10892959422,4.62E+11,0.178123793,0.022164465,0.089104625,0.041178936,0.008324516,0.010663237,0.042509979,0.038525587,0.019551532,0.000282485,0.006967851,0.006081133,0.028720618,0.02235947,0.022269671,0.01142735,0.001369326,0.000487751,0.005082511,0.003696524,0.016959918,0.015289638,0.014335399,0.014085271,0.007417997,0.000649849,0.001077208,0.00066958,0.003422955,0.002336399,1902.89898,1135.136735,0,13,13
2,14,,4342,10270,843,1544,778,1386,816.6695071,1470.908798,4342,1.90E-11,645988.7427,-2612896.259,6.16E-11,435508.1248,7150488.507,101396861.6,5009969.884,17554036.82,469636051.8,4194663450,3.063448731,5399,0.938442746,74.35325214,1,0.42278481,0.326429488,0.300003683,0.055714948,0.005056471,0.001197314,2.73E-06,0.000174126,1.12E-06,1163.751138,138.8648512,148.7767717,-100.3012724,-100.3012724,1153.839218,136.4551876,157.4579309,22,7.833391438,7,59.76947039,47.13637257,nan,nan,0.034264572,-0.002103283,nan,0.023100247,0.005755872,0.001238668,0.265739111,0.014130335,0.005737094,0.000777647,-0.03820066,0.012364613,0.00248751,0.000712659,5.643729887,408.8416665,0.804223004,4342,167903,7138715,323397827,368674,14691950,646971966,30343921274,36313636,1495741386,67719439882,3.25E+12,0.22298254,0.029768579,0.121310791,0.035299976,0.038886444,0.005315665,0.044992431,0.033507647,0.016276553,0.030336921,0.010509162,0.00255487,0.010394948,0.016046709,0.018726168,0.009558149,0.016714301,0.010573311,0.006476119,0.001209985,0.000734552,0.004436685,0.011822068,0.011192965,0.006566714,0.006127476,0.006346647,0.007462912,0.003485491,0.000704037,816.6695071,1470.908798,0,14,14
2,15,,1302,2409,1292,1497,1219,1464,1262.251152,1480.19278,1302,-4.73E-12,363594.8733,-2447914.446,1.48E-12,7738.960829,946468.9129,-15520528.27,71674.61214,52132.78085,15237778.67,-62955552.31,2.388416533,1668,0.896407813,40.71557303,1,0.540473225,0.418687438,0.256765254,0.02973745,0.004119062,0.001726379,4.53E-06,0.00022113,-8.04E-07,279.4162006,54.89215989,279.2587352,-5.943902327,-5.943902327,55.0496253,66.86298834,72.11102551,13.34166406,5.119570823,4.242640687,29.02412789,29.63569736,nan,nan,0.214484436,-0.040019234,nan,0.004565209,0.015473156,-0.007031914,0.042280818,0.000852282,0.006903808,-0.000790489,-0.001604891,0.001577905,0.000643394,3.96E-05,88.48247949,197.6812409,0.78057554,1302,56313,2799197,150072375,21083,919603,46942689,2580807031,413067,18168387,940125045,52236823167,0.318553796,0.065522928,0.127886696,0.066865526,0.038688971,0.022844885,0.04063868,0.036676644,0.02913157,0.026495007,0.012034391,0.009818726,0.010611517,0.007746488,0.015048037,0.014598854,0.014093042,0.006807781,0.006929261,0.005406556,0.0013962,0.003892594,0.006509504,0.004089297,0.008260301,0.001139016,0.006806988,0.01025283,0.006355052,0.003725589,1262.251152,1480.19278,0,15,15
2,16,,3522,5760,589,1635,541,1515,563.3759228,1571.869108,3522,6.64E-13,478566.2783,245751.0106,4.70E-11,508389.3004,-633334.8051,126989478.3,2625652.659,-2039231.591,314968072.8,-825817195.7,1.810030612,3664,0.931155672,66.9652871,1,0.611458333,0.552476844,0.250249743,0.036678844,8.26E-05,6.34E-06,-6.80E-11,-7.01E-07,-1.28E-10,777.9516169,103.4279792,135.879125,-144.3467633,-144.3467633,745.500471,111.5671362,120.5072612,21.1896201,8.430591676,7.810249676,41.95866313,40.67981891,nan,nan,0.038580104,0.000333827,nan,0.040984317,-0.00086032,0.002906696,0.21166964,-0.002770085,0.007209389,-0.000318509,0.000221335,0.018074397,-0.00058907,0.001027316,12.67022924,283.0365799,0.961244541,3522,78808,2241968,71828578,200293,4990130,149616746,4932926312,14016137,369408060,11304728808,3.75E+11,0.308796975,0.014662326,0.157470767,0.058023294,0.001620279,0.009842466,0.057081305,0.052595815,0.024556675,0.005325366,0.005897583,0.005985337,0.017517759,0.021468789,0.02456981,0.013543363,0.001532665,0.002490403,0.004804986,0.003841693,0.001977977,0.003084299,0.008654238,0.013587555,0.008486228,0.001215132,0.000671149,0.002486522,0.003515956,0.002619081,563.3759228,1571.869108,0,16,16
2,17,,2618,3519,2152,1660,2083,1609,2116.913675,1633.582124,2618,1.22E-12,759214.4905,-866859.7427,6.54E-12,77652.55997,142661.633,48182999.94,411148.8434,639667.3885,92883409.42,197228266.8,1.33950454,2802,0.700941624,57.73509442,1,0.743961353,0.746544689,0.170758143,0.003092399,6.43E-05,7.23E-07,-1.95E-12,-1.02E-08,-4.52E-12,296.3150366,150.7297815,289.9978955,-29.66102367,-29.66102367,157.0469226,68.85521466,70.88018059,23,8.723440167,7.810249676,48.555592,49.10882308,nan,nan,0.110770778,-0.002471865,nan,0.01132965,0.000406802,0.002685251,0.059987365,0.001824022,0.005176417,0.00021482,0.000143805,0.001323378,7.63E-05,0.000217603,77.97690729,209.9238816,0.93433262,2618,88786,3770274,178492492,64356,2260201,98090971,4718355391,1993156,72052641,3153412539,1.52E+11,0.662923794,0.023776947,0.189982018,0.075614671,0.001465108,0.021625291,0.037206912,0.016082792,0.012753805,0.009042827,0.004873056,0.009308409,0.017745598,0.02657991,0.014073727,0.009778939,0.001737385,0.011417958,0.001875629,0.000402264,0.00440982,0.004258817,0.007146075,0.003861813,0.009101557,0.002542003,0.005573217,0.006377168,0.006944619,0.001212676,2116.913675,1633.582124,0,17,17
