ImageNumber,ObjectNumber,Base File,Prediction,EM_Score
3,26,E_memb.csv,E,0.0017335329910075318
3,31,E_memb.csv,E,0.0006315211276870016
3,32,E_memb.csv,E,0.000626254816668484
4,1,E_memb.csv,E,0.0026484247497165674
4,7,E_memb.csv,E,0.0018948802800660969
4,8,E_memb.csv,E,0.009949034497575455
4,10,E_memb.csv,E,0.00019459237479295678
4,20,E_memb.csv,E,0.0010044916424707569
4,24,E_memb.csv,E,0.0014314871951103332
4,27,E_memb.csv,E,0.00010294568319516572
4,37,E_memb.csv,E,0.022559092819707992
4,38,E_memb.csv,E,0.002202086007010374
4,41,E_memb.csv,E,0.00845953005527606
4,42,E_memb.csv,E,0.0006989843870491005
4,45,E_memb.csv,E,0.00015283983508840724
4,46,E_memb.csv,E,0.0003246044884648179
4,56,E_memb.csv,E,0.0001921898658166123
4,60,E_memb.csv,E,0.00035644597440497765
4,63,E_memb.csv,E,0.0005571479738616159
4,69,E_memb.csv,E,0.0618489899696511
5,2,E_memb.csv,M,0.9999971860486869
5,3,E_memb.csv,M,0.9999998917881862
5,10,E_memb.csv,M,0.9983251220258718
5,11,E_memb.csv,M,0.9995538160616602
5,12,E_memb.csv,M,0.9998231247109256
5,13,E_memb.csv,M,0.9999409351829672
5,14,E_memb.csv,M,0.9999999915311585
6,2,E_memb.csv,M,0.9599585096032769
6,3,E_memb.csv,M,0.9999930927057264
6,14,E_memb.csv,M,0.9752677340750067
6,20,E_memb.csv,M,0.9999321722898689
6,21,E_memb.csv,M,0.996473890039455
7,14,E_memb.csv,M,0.9999999845658734
7,16,E_memb.csv,M,0.9902043909890516
8,2,E_memb.csv,M,0.9920910246210238
8,3,E_memb.csv,M,0.9980562135031468
8,5,E_memb.csv,M,0.999850246935893
8,12,E_memb.csv,M,0.9999417071637672
8,15,E_memb.csv,M,0.9999957947697593
8,16,E_memb.csv,M,0.9992821405248509
8,17,E_memb.csv,M,0.9381786922244553
8,18,E_memb.csv,M,0.9964806681901329
8,21,E_memb.csv,M,0.9993346960266043
8,26,E_memb.csv,M,0.9824321616951733
8,43,E_memb.csv,M,0.9999864300019168
