ImageNumber,ObjectNumber,Treatment,Prediction,EM_Score
11,53,M,E,0.999923920797933
11,57,M,M,0.9996601752880148
11,60,M,E,0.17553141614691728
11,61,M,E,0.02951914370003048
11,62,M,E,0.009360040535137108
11,63,M,E,0.1864825937738616
11,64,M,M,0.3613875153658993
11,65,M,E,0.009380126733091338
11,66,M,M,0.02394184605919817
11,67,M,E,0.9575218813113439
11,69,M,E,0.09784595569275531
11,70,M,E,0.14466532450820693
11,72,M,E,0.024138988113703668
11,73,M,E,0.06767057893109722
11,74,M,E,0.09286342798869561
11,76,M,E,0.00415238598996518
11,77,M,M,0.9999999511383244
11,80,M,E,0.008671911518025177
11,81,M,E,0.012447441669525655
11,82,M,E,0.17609884666798872
11,83,M,E,0.5445409800546155
11,84,M,M,0.8358917398125022
11,86,M,M,0.041426195831091916
11,87,M,E,0.0010207230375412918
11,88,M,E,0.0016530724621792075
11,89,M,E,0.22998818163757245
11,91,M,E,0.009768360350953803
12,14,M,E,0.00878484978390314
12,16,M,E,0.005202494145051169
12,18,M,E,0.874244645262293
12,19,M,E,0.012620677591589736
12,24,M,E,0.006230835272075933
12,25,M,M,0.9999521271606868
12,27,M,E,0.9985872431622751
12,31,M,E,0.004778096849792051
12,33,M,E,0.004469487539276404
12,35,M,M,0.34397392405352795
12,37,M,E,0.05707110002757939
12,39,M,E,0.9598825907930955
12,42,M,E,0.41643669051807225
12,44,M,E,0.010104678015902913
12,48,M,E,0.05081088046235957
12,49,M,E,0.006977302274109882
12,51,M,E,0.0031418745623715
12,52,M,M,0.6214594110695285
12,53,M,E,0.0006572294735737535
12,55,M,E,0.9785742852971323
12,58,M,E,0.05302600634552585
12,59,M,E,0.9263048544783192
12,60,M,E,0.008148888390726972
12,61,M,E,0.03341199297558148
12,62,M,E,0.027434728793954605
12,63,M,E,0.012436991524718714
12,64,M,E,0.01098571700352493
12,65,M,E,0.597857713877072
12,66,M,E,0.8165257935481469
12,67,M,E,0.2605625260270535
12,68,M,E,0.017987988488830885
12,69,M,E,0.004891713943617793
12,70,M,E,0.08934038275442095
12,71,M,E,0.11908388278806015
12,72,M,E,0.05615999209696301
12,73,M,E,0.03438223364783166
12,75,M,E,0.39729341011320773
12,76,M,M,0.4674708697854515
12,77,M,E,0.018703645935164024
12,78,M,E,0.008515585838189094
12,81,M,E,0.0035248905619389916
12,82,M,E,0.004067395360263525
12,83,M,E,0.007385940590037911
12,84,M,M,0.9824836803983819
12,87,M,E,0.13255741463812976
12,90,M,E,0.011533580090947211
12,91,M,E,0.015902851440996176
12,94,M,E,0.013462405674592323
12,98,M,E,0.004929803015618509
13,2,M,E,0.991538790781933
13,3,M,M,0.8831695318367008
13,4,M,E,0.6310895638795234
13,5,M,E,0.6564467127633365
13,6,M,E,0.03699583051513387
13,7,M,E,0.17903923830466972
13,8,M,E,0.9872418613275621
13,9,M,E,0.004702489709604788
13,10,M,E,0.04211548818635818
13,11,M,E,0.8248297947874532
13,12,M,E,0.22020029364463492
13,13,M,M,0.9997308129468421
13,14,M,M,0.4956778233514562
13,15,M,E,0.9810518413438792
13,17,M,E,0.020821585319940328
13,18,M,M,0.9993965910756358
13,19,M,M,0.9217292107477041
13,21,M,M,0.9998082652806519
13,22,M,M,0.0677869671834798
13,23,M,M,0.9999968668174388
13,24,M,M,0.6227768564517934
13,25,M,E,0.5536676456306829
13,26,M,M,0.998961028245287
13,28,M,M,0.7164161009247327
13,29,M,M,0.9999417918765721
13,30,M,E,0.04093152620388285
13,31,M,E,0.8603738420455356
13,32,M,E,0.6618025412164851
13,33,M,E,0.014682089500040688
13,34,M,E,0.2673339450646883
13,35,M,E,0.03363789590581379
13,36,M,E,0.011081584126497674
13,37,M,E,0.006336099391462766
13,38,M,M,0.751078027244313
13,39,M,E,0.0961878037440113
13,40,M,E,0.0041491059524837795
13,41,M,E,0.9946973686415566
13,42,M,M,0.999989041510844
13,44,M,E,0.054710372722064124
13,45,M,E,0.08986930795536403
13,46,M,M,0.9999947421148404
13,47,M,E,0.014056853463037642
13,48,M,E,0.274741593981324
13,49,M,E,0.09068513737826848
13,50,M,E,0.03275719255991812
13,51,M,E,0.18687697631735425
13,52,M,M,0.9981875384493955
13,53,M,E,0.06969491800446263
13,54,M,E,0.024969626037950204
13,55,M,E,0.28682118266407175
13,56,M,E,0.06623360211351347
13,57,M,E,0.6743379718713431
13,58,M,M,0.07844917122759851
13,59,M,E,0.01496018019640326
13,60,M,E,0.31862092391233665
13,62,M,E,0.01955766615340653
13,63,M,E,0.3142401503722917
13,64,M,E,0.0029196695982127985
14,4,M,E,0.04871937435001822
14,6,M,E,0.008028213769464049
14,7,M,E,0.009815324957621841
14,8,M,E,0.013150587432605587
14,9,M,E,0.04556001097830027
14,10,M,M,0.33231461925186945
14,11,M,E,0.025316151525577528
14,12,M,E,0.5655630996796104
14,14,M,M,0.0859565176694375
14,15,M,M,0.999999552178306
14,16,M,E,0.007336806863935342
14,17,M,E,0.1206131681058053
14,18,M,E,0.08348449733406527
14,19,M,E,0.002010498214664761
14,20,M,M,0.6322586651618316
14,21,M,E,0.04313038787022585
14,22,M,E,0.023075323632914594
14,24,M,E,0.02874632779233984
14,25,M,E,0.07393307186900436
14,26,M,M,0.6648422238724565
14,27,M,E,0.05801959218820608
14,28,M,M,0.9999993086916178
14,29,M,E,0.03402038258168511
14,30,M,E,0.11015856504699108
14,31,M,E,0.44378782044910287
14,32,M,E,0.21095239504090882
14,33,M,M,0.5590318644470754
14,34,M,E,0.058769771026274224
14,35,M,E,0.0032037383867596298
14,36,M,E,0.5965797497725077
14,37,M,E,0.06028871018276159
14,38,M,E,0.03556748273526084
14,39,M,M,0.9910333196779322
14,40,M,E,0.4303654684126728
14,41,M,E,0.009634522282275739
14,42,M,E,0.03548306581555435
14,43,M,E,0.6590798827098308
14,44,M,E,0.9920458133431777
14,45,M,E,0.014807361933793518
14,46,M,E,0.9278814613933518
14,47,M,E,0.825812266071535
14,48,M,E,0.5062703738897
14,49,M,M,0.9999209129471408
14,50,M,E,0.01808768354044949
14,51,M,M,0.9999996977589171
14,52,M,E,0.049716640450776235
14,55,M,E,0.8716054437239755
14,56,M,E,0.007104193837035851
14,57,M,E,0.027505212717656616
14,58,M,E,0.02911120470237656
14,59,M,M,0.948145508503993
14,60,M,E,0.049387030197970826
14,61,M,E,0.8811500980574751
14,62,M,E,0.047503332710021766
14,64,M,E,0.05331383442868251
14,65,M,E,0.01255064015920999
14,66,M,M,0.03681369665789244
14,67,M,E,0.021287507473587045
14,68,M,M,0.1921524502068413
14,69,M,M,0.019199565343964848
14,70,M,E,0.00417460283861855
14,71,M,E,0.004142259232039707
14,72,M,M,0.9937453445066899
14,73,M,E,0.0019040254625190592
14,74,M,E,0.004865558219719611
14,75,M,E,0.035108033750791766
14,76,M,E,0.001676790621752122
14,78,M,E,0.0012491704873484578
14,81,M,M,0.9999999842009086
14,82,M,E,0.011282891198870607
15,1,M,E,0.028521112394883363
15,2,M,E,0.002603164213307112
15,3,M,E,0.028880043650720246
15,5,M,E,0.7901772149476463
15,7,M,M,0.9974624827740209
15,9,M,M,0.7040974038564173
15,13,M,E,0.02614179618529241
15,14,M,M,0.9972957984510313
15,15,M,E,0.13873013337366502
15,18,M,E,0.02663143533529985
15,19,M,M,0.9799472319519054
15,20,M,E,0.9844409465207961
15,22,M,E,0.007757038838562661
15,23,M,E,0.024446908592020842
15,24,M,E,0.17215021770022915
15,25,M,M,0.9956835055409017
15,27,M,E,0.16437977543223303
15,28,M,M,0.99499657039709
15,29,M,E,0.04810430069773822
15,30,M,M,0.9999999180374214
15,31,M,E,0.026780435046485165
15,32,M,E,0.034934291762485734
15,33,M,E,0.05417836070131356
15,34,M,E,0.330078219753335
15,35,M,E,0.5808719340258999
15,36,M,M,0.8325209068273314
15,37,M,E,0.05864063295142283
15,38,M,E,0.7776040894908364
15,39,M,M,0.9999993495152649
15,40,M,M,0.9997640283351364
15,41,M,E,0.016186387576083365
15,42,M,E,0.035975042460277454
15,43,M,M,0.7541073849804587
15,44,M,M,0.5212070698712827
15,45,M,M,0.9854672254555249
15,46,M,E,0.00832493680542169
15,47,M,E,0.015186058934708422
15,48,M,E,0.23302074907460474
15,49,M,M,0.02045928582980083
15,50,M,E,0.029380779377699354
15,51,M,M,0.9934189457236741
15,54,M,E,0.9965702773374681
15,55,M,E,0.6046647645441018
15,56,M,M,0.9228853617460506
15,57,M,E,0.002237640939925888
15,58,M,M,0.9867669010901401
15,59,M,E,0.008055606288748502
15,60,M,E,0.1617698072249416
15,63,M,E,0.004352000014327827
15,64,M,E,0.15335028141203097
15,65,M,E,0.033296802298115435
15,66,M,E,0.30263929109776616
15,67,M,M,0.5714798578966147
15,68,M,E,0.021662088842269576
15,69,M,E,0.005595018129039528
15,70,M,E,0.12608630265859158
15,71,M,M,0.999982799481971
15,72,M,E,0.011540494963290746
15,73,M,M,0.9997273023291875
15,74,M,M,0.9396467189140252
15,75,M,M,0.07581463280811795
15,76,M,M,0.9985866486405909
15,78,M,E,0.5116592455951514
15,79,M,E,0.023119265713383734
15,80,M,E,0.21848831060549456
15,81,M,M,0.8872980108768721
15,83,M,E,0.1027013958637518
15,85,M,E,0.055018774427237585
15,86,M,E,0.062303954030600184
15,87,M,E,0.027808069382448907
15,88,M,E,0.0012218667750949167
15,89,M,E,0.004966913336798743
15,90,M,E,0.004705466970629865
15,91,M,E,0.3786977043576409
15,92,M,E,0.01864614244858967
15,93,M,M,0.994047610142251
15,94,M,E,0.7219166937431744
15,95,M,E,0.0027063370602824466
15,96,M,E,0.01162697489799982
16,5,M,E,0.9371267314656149
16,6,M,M,0.9986852246276531
16,7,M,E,0.15157072225108495
16,9,M,M,0.9999685464937387
16,10,M,M,0.9999381756953822
16,12,M,E,0.06281994569830841
16,15,M,E,0.7406126232543251
16,16,M,E,0.0013754067728664837
16,17,M,E,0.04588532944810288
16,19,M,E,0.7390847746155113
16,20,M,E,0.0789534784953628
16,21,M,E,0.03486785287037126
16,22,M,M,0.9999555978743163
16,23,M,E,0.9996989142821068
16,24,M,E,0.026344722689774596
16,26,M,E,0.17790739379062925
16,27,M,E,0.0016536450835073022
16,28,M,E,0.0010564345788105077
16,30,M,E,0.011405369953891574
16,31,M,E,0.17864618967827978
16,32,M,E,0.8458541960684388
16,33,M,M,0.999754653424995
16,34,M,E,0.21222534997216794
16,35,M,M,0.9999205156949399
16,36,M,M,0.997684577732052
16,37,M,E,0.07250740393262574
16,38,M,M,0.9996138951794814
16,39,M,M,0.9927657753235848
16,40,M,M,0.16828551476883855
16,41,M,E,0.9987355922511539
16,42,M,E,0.43072619555779906
16,43,M,M,0.6676299656867706
17,1,M,E,0.050132273573335606
17,2,M,E,0.2582577242978722
17,4,M,E,0.517356413381958
17,6,M,M,0.9999620529890139
17,7,M,M,0.4523190872175713
17,8,M,E,0.022746681553203543
17,9,M,E,0.059131025917351025
17,10,M,M,0.7820825907041176
17,11,M,M,0.987413024640121
17,12,M,E,0.019547853550843954
17,14,M,E,0.058625422655148814
17,15,M,E,0.02546640289112535
18,8,M,M,0.9946045335600083
18,10,M,M,0.999622063253371
18,11,M,M,0.9992438931749135
18,12,M,E,0.036116388763426995
18,14,M,E,0.11359152816640564
18,15,M,M,0.3644082549965569
18,16,M,M,0.9999739786550866
18,17,M,E,0.3094554378495719
18,18,M,E,0.008706512007653924
18,19,M,E,0.9001790527466353
18,20,M,E,0.12452505668275307
18,21,M,E,0.08473590778267273
18,22,M,E,0.030721098286470187
18,23,M,E,0.18724559737599822
18,24,M,E,0.6318829896631629
18,25,M,E,0.010007768770195862
18,26,M,E,0.19708414577327968
18,27,M,E,0.46403351010704885
18,28,M,E,0.025288568236304217
18,29,M,E,0.08372163199630284
18,30,M,E,0.13450077164326588
18,31,M,E,0.0020769340311993898
18,32,M,E,0.9206511550523345
18,33,M,E,0.07606382163933882
18,34,M,E,0.16647375927305083
18,35,M,E,0.08010456382235488
18,36,M,E,0.3790345447829218
18,37,M,E,0.01415262984612987
18,38,M,E,0.10974397509456495
18,39,M,E,0.9999993317085575
18,40,M,E,0.06661822162232131
18,41,M,E,0.572012852289132
18,43,M,M,0.027699588859645526
18,44,M,E,0.02189090867748494
18,45,M,E,0.1294943446335008
18,46,M,E,0.19650470865132402
18,47,M,E,0.8906214867832573
18,48,M,M,0.9813873930940078
18,49,M,E,0.2896467091355316
18,51,M,E,0.0021880438667399517
19,3,M,E,0.48998260582292874
19,4,M,M,0.9998086918680247
19,6,M,M,0.999281437893196
19,8,M,E,0.9278170226298732
19,9,M,E,0.7164779520986883
19,11,M,E,0.24285443988814195
19,12,M,M,0.7787263964127409
19,13,M,E,0.7184381753178758
19,14,M,E,0.0722122402987743
19,15,M,E,0.722804842355981
19,17,M,E,0.7930543928154126
19,18,M,E,0.12793516909158772
19,19,M,M,0.4123118898067599
19,20,M,E,0.006100123672768607
19,21,M,E,0.30880991622896004
19,22,M,E,0.635714281011733
19,23,M,M,0.9999428315818195
19,24,M,M,0.09049274640825365
19,25,M,M,0.9876587217302464
19,26,M,E,0.03520228012235355
19,27,M,E,0.009223837366773265
19,28,M,M,0.9921054618838868
19,29,M,M,0.5018261990606847
19,30,M,E,0.07528743650723003
19,32,M,E,0.012413562356194925
19,33,M,M,0.9922402269384483
19,34,M,M,0.8797433771658121
19,35,M,E,0.005524360982975652
19,36,M,E,0.0023655081305653447
19,37,M,E,0.013696350443419344
19,38,M,E,0.17651797347241835
19,39,M,M,0.9618883442055535
19,40,M,E,0.9650537750780662
19,41,M,M,0.9999912346469764
19,42,M,E,0.0019197154839625684
19,43,M,M,0.9974641439006016
19,44,M,E,0.5491483336002402
19,45,M,E,0.1558437498647377
19,46,M,M,0.9760882756854912
19,48,M,M,0.9999999955932524
19,49,M,M,0.9999693152084331
19,50,M,M,0.9866665001849487
19,51,M,M,0.9974068189016002
19,52,M,E,0.015587998570736094
19,54,M,E,0.07831103385970878
19,55,M,E,0.6974127761013259
19,56,M,E,0.020148651312820804
19,57,M,M,0.09769355082655855
19,58,M,M,0.9993359315241492
19,59,M,E,0.050009940807749294
19,61,M,E,0.145833732914149
19,63,M,E,0.8897069763294239
19,64,M,M,0.883791095987217
19,65,M,E,0.2499142998816798
19,66,M,M,0.9999443165146422
19,67,M,M,0.9943273470600327
19,68,M,E,0.05060703388431954
19,70,M,E,0.033293587972810575
19,71,M,M,0.999981199396423
19,72,M,E,0.037751730800886514
19,73,M,M,0.9999855319900368
19,74,M,E,0.015183512068174438
19,75,M,E,0.24033130813496253
19,76,M,E,0.17305652028939844
19,77,M,E,0.09451488060604887
19,78,M,E,0.0018446346926446915
19,79,M,E,0.9791585441004681
19,80,M,E,0.02604072097692677
19,81,M,E,0.25223978089834953
19,82,M,E,0.018858963004416206
19,83,M,E,0.0214257287318119
19,84,M,E,0.027386885040842617
19,85,M,E,0.12299260620208215
19,86,M,E,0.0016143910191140272
19,87,M,E,0.3880718036505683
19,88,M,E,0.0024553859786369597
19,89,M,M,0.999998860573591
19,90,M,M,0.17090538404691796
19,91,M,E,0.41305057023879466
19,93,M,M,0.9999943042786141
19,94,M,M,0.9946206257436891
19,95,M,E,0.20953803487572745
19,98,M,M,0.9918850993832663
19,99,M,E,0.9159740494334622
19,100,M,E,0.0834117442782895
19,101,M,M,0.9968576367686799
19,102,M,E,0.011790998443110738
19,103,M,E,0.020016645423903953
19,105,M,M,0.2625039038780072
19,106,M,E,0.014013032039371364
19,107,M,E,0.017188391264856606
19,108,M,E,0.003964473993922005
19,109,M,E,0.046989774529223774
19,110,M,M,0.7895664285897654
19,111,M,E,0.007091612211343773
19,112,M,E,0.16768217484189177
19,113,M,M,0.054865845274471275
19,114,M,E,0.01213071835431863
19,115,M,E,0.9269420093470231
19,116,M,E,0.008998532853416421
19,117,M,E,0.02257632211833548
19,118,M,E,0.0035094834542415466
19,119,M,E,0.23114493638580857
19,120,M,E,0.07557678662610659
19,121,M,M,0.12735911923837936
19,122,M,E,0.09008422552100147
19,123,M,E,0.010321817371761868
19,124,M,E,0.0024248568451780833
19,125,M,E,0.0028735158478901904
19,126,M,E,0.30502620286675064
19,127,M,E,0.012058561548508819
19,129,M,E,0.01562253081507938
19,130,M,E,0.0034939801922690282
19,131,M,E,0.007842837682890964
19,134,M,E,0.012331141499089687
19,135,M,E,0.003405094101486523
19,136,M,E,0.18127589068444674
19,137,M,E,0.006007913730354567
19,138,M,E,0.05177704748380934
19,139,M,E,0.009768475784449457
19,140,M,E,0.0026483384323869987
19,141,M,E,0.044571510677988264
19,142,M,E,0.0156630898572712
19,143,M,E,0.8705466089195969
19,145,M,E,0.047051354341158105
19,146,M,E,0.010432457791825224
19,147,M,E,0.024695030882464858
