ImageNumber,ObjectNumber,EM_Score,Predicted_Annotation,Treatment
79,10,9.237972866561995e-05,E,M
79,12,0.02403562722382725,E,M
79,14,0.6967141133060067,M,M
79,15,0.0956762166690559,E,M
79,18,9.609158230080406e-06,E,M
79,20,0.9743110532837598,M,M
79,21,0.0007533601858747691,E,M
79,22,0.036005900589692906,E,M
79,23,0.016958696183334537,E,M
79,25,0.939947760864125,M,M
79,26,0.060911223870535804,E,M
79,27,0.5034307414599536,M,M
79,30,0.997592212346645,M,M
79,31,0.9998041492686401,M,M
79,32,0.0045527960993569086,E,M
79,33,0.9907812190756742,M,M
79,35,0.9999900746871001,M,M
79,37,0.9749632449535763,M,M
79,38,0.013257617952778758,E,M
79,39,0.9845913424294219,M,M
79,40,0.05644467639072573,E,M
80,2,4.126748733355346e-05,E,M
80,3,0.9957586558409351,M,M
80,4,0.8024896958259108,M,M
80,6,2.2148477156918044e-05,E,M
80,7,0.9995812776046482,M,M
80,8,0.0003411334954625891,E,M
80,9,0.6034300143796274,M,M
80,10,0.046487934840072076,E,M
80,12,0.9999997948537772,M,M
80,16,0.09469520099615049,E,M
80,17,0.00010068522809206668,E,M
80,20,0.9999970128760461,M,M
80,23,0.4239065795539873,E,M
80,25,0.011504197323450836,E,M
80,26,4.1097707380654496e-05,E,M
80,33,7.025854765524044e-05,E,M
80,36,0.01299736858458056,E,M
80,41,0.00022606679350231298,E,M
80,44,0.9974080863548676,M,M
80,45,0.9484235709418223,M,M
80,46,0.013585053262707857,E,M
80,48,0.0027442519062602947,E,M
80,50,0.019334436004053903,E,M
80,51,0.08263689977956282,E,M
80,57,0.9981216620350865,M,M
80,58,0.998813457704157,M,M
80,59,0.7604324081464163,M,M
83,1,0.007158386940475003,E,M
83,2,0.0007189653302426719,E,M
83,3,0.9991254259856994,M,M
83,4,9.291815296278973e-05,E,M
83,5,0.10951716033965724,E,M
83,6,2.62488540819985e-05,E,M
83,7,0.9944854425710696,M,M
83,9,0.00022082087496495638,E,M
83,10,0.007138858559349453,E,M
83,11,0.0005883938403823998,E,M
83,12,0.01649698414460771,E,M
83,14,0.9918432240484303,M,M
83,16,0.014750115927347636,E,M
83,17,0.9992945912224366,M,M
83,18,0.9994812891792254,M,M
83,19,0.00911750225480627,E,M
83,20,8.404466868616464e-06,E,M
83,21,0.00018623963678284243,E,M
83,22,0.9988486185456544,M,M
83,23,0.7635202191104834,M,M
83,24,3.2180849427138775e-05,E,M
83,26,0.017187959530957947,E,M
84,1,0.1777820461188344,E,M
84,2,1.73849594416816e-05,E,M
84,3,0.9998988471651206,M,M
84,4,0.0028852448653541142,E,M
84,6,0.38793898708015534,E,M
84,7,0.9999888734737317,M,M
84,8,0.9996669059107807,M,M
84,9,0.00264163071639053,E,M
84,10,0.9999829393616043,M,M
84,12,0.8334362816487907,M,M
84,13,0.02502822865779727,E,M
84,14,0.0038939076740732268,E,M
84,17,0.9999999263933467,M,M
84,18,0.9999936091482297,M,M
84,22,0.14581754996767649,E,M
84,23,0.9999999718361158,M,M
84,25,0.44152046090015384,E,M
84,26,0.9999898977648722,M,M
84,31,0.006994179606618141,E,M
85,1,0.0029463734527240522,E,M
85,3,0.9986080158654558,M,M
85,4,0.5418509707874098,M,M
85,5,0.012056379907032382,E,M
85,6,0.1216538464519815,E,M
85,7,0.9948453643853327,M,M
85,9,0.004007381427012879,E,M
85,10,0.00029084667541054914,E,M
85,11,0.8662688710990055,M,M
85,12,1.0,M,M
85,13,0.856415948255917,M,M
85,14,0.8276022518644426,M,M
85,15,0.02593195821050229,E,M
85,16,0.9193202394408823,M,M
85,17,0.9898382036071974,M,M
85,18,0.001316143940627749,E,M
85,19,0.0018756758455102953,E,M
85,22,0.9862011237721554,M,M
85,23,0.00600372690634925,E,M
85,24,0.0014250445275670353,E,M
85,25,0.635233449216015,M,M
85,26,0.6493425406735647,M,M
85,27,0.06929791385590395,E,M
85,29,0.9743452654335031,M,M
85,30,0.031394375221358885,E,M
85,31,0.0914659884225469,E,M
85,32,0.005231011378177268,E,M
85,33,6.913364157086992e-05,E,M
85,34,0.9539829780111488,M,M
85,36,0.43249202345732984,E,M
85,37,0.9999143604945182,M,M
85,38,0.0015807838489554813,E,M
85,39,0.00012059807398967448,E,M
85,40,0.7246198888668274,M,M
85,44,0.23384087783870613,E,M
85,45,0.2831498320000431,E,M
85,46,0.9105065460651257,M,M
85,47,0.06564477665235342,E,M
85,48,0.051417225803442296,E,M
85,49,0.9999957599024483,M,M
85,50,0.0001857815682826449,E,M
86,2,0.43140671863502755,E,M
86,3,0.996901744259133,M,M
86,4,0.062035826506228485,E,M
86,5,0.9803978377332377,M,M
86,6,0.9809914260887924,M,M
86,7,0.9998917844368986,M,M
86,8,0.0007643585893171686,E,M
86,9,0.995954439110233,M,M
86,10,0.0009150970834576332,E,M
86,11,0.9995180636902855,M,M
86,14,0.08524155800174743,E,M
86,16,0.02728640752048386,E,M
86,17,1.0,M,M
86,18,0.1549514056209071,E,M
86,19,0.9948990760973248,M,M
86,21,0.99999952169085,M,M
86,22,0.6297790667507518,M,M
86,23,0.9889400983386877,M,M
86,24,0.814901649749305,M,M
86,25,0.05972104091450413,E,M
86,26,0.0007280198765962872,E,M
86,27,0.0033125317965405645,E,M
86,28,0.027778761485976612,E,M
86,29,0.9999814046868554,M,M
86,31,0.0008344609475402858,E,M
86,32,0.9995640463457061,M,M
86,33,0.9296888879476367,M,M
86,34,0.9999999890487813,M,M
86,35,0.0011875015180457997,E,M
86,36,0.9999467055486444,M,M
86,37,0.9998749659332743,M,M
86,38,0.00014268424065993744,E,M
86,39,0.08820040551267266,E,M
86,40,0.00936650465540346,E,M
86,41,0.02891653489032601,E,M
86,42,0.04923405715276519,E,M
86,43,0.018362094432094193,E,M
86,44,0.9774250750280675,M,M
86,45,0.38844653274867585,E,M
86,46,0.0011139520966912996,E,M
86,47,0.990632095586202,M,M
86,48,0.09257411335908693,E,M
86,49,0.00037163302960751973,E,M
86,50,0.04622531836171023,E,M
86,51,0.010720490196694124,E,M
86,54,0.024370627031966796,E,M
86,55,0.0009628328738431624,E,M
87,1,0.9905944903355981,M,M
87,2,5.135774194571558e-06,E,M
87,3,0.9975662595569181,M,M
87,4,0.011494761909503956,E,M
87,5,0.9347239369715081,M,M
87,6,0.0017582174495339058,E,M
87,8,0.9999876606234047,M,M
87,9,0.9999999639379364,M,M
87,10,0.009074791974016732,E,M
87,11,0.9824953439004533,M,M
87,12,0.9768562120146843,M,M
87,13,0.0023217177189533353,E,M
87,14,0.8018650772502763,M,M
87,16,0.9999606832906333,M,M
87,17,0.002817371791259101,E,M
87,19,0.9568473500073249,M,M
87,20,0.9998560028065421,M,M
87,21,0.12616687974067808,E,M
87,22,0.4402343073051737,E,M
87,23,0.9999999999999984,M,M
87,24,0.997223105720817,M,M
87,25,0.9982797496168451,M,M
87,26,0.04237964540111159,E,M
87,27,0.9921615417293456,M,M
87,28,0.9443744359480001,M,M
87,29,0.9989268693529606,M,M
88,2,0.9936870146478713,M,M
88,3,0.9999999999044624,M,M
88,4,0.9999999997591229,M,M
88,5,0.9998107740251663,M,M
88,6,0.0066370085410576984,E,M
88,7,0.002156834540957761,E,M
88,8,0.0007552473510244853,E,M
88,9,0.9999592519313397,M,M
88,11,0.9984137745347382,M,M
88,12,0.012288584850105049,E,M
88,14,0.028179618042467314,E,M
88,15,0.024299040741666313,E,M
88,16,0.9951051443914868,M,M
88,17,0.001644724510312391,E,M
88,18,0.0008869047932869078,E,M
88,19,0.9995516981154642,M,M
88,20,0.013539697530519403,E,M
88,23,0.9993050636906853,M,M
88,25,0.00140618968061135,E,M
88,26,0.10729152799998082,E,M
88,27,0.5074749504055981,M,M
88,28,0.9998000511485934,M,M
88,29,0.0015479976568152389,E,M
88,30,0.005598780660868241,E,M
88,32,0.0549028164356385,E,M
88,33,0.91157673220857,M,M
88,34,0.9913958414338374,M,M
88,35,0.9984203640230678,M,M
88,36,0.5412408637705475,M,M
93,1,0.042397146227342204,E,M
93,4,0.021693195546658047,E,M
93,5,0.994073808862624,M,M
93,6,0.032747552289528456,E,M
93,7,0.9996523430580091,M,M
93,8,0.9999950616392087,M,M
93,9,0.9974485292595051,M,M
93,10,0.01933360306509358,E,M
93,11,0.9964496020345484,M,M
93,12,0.009312892663786253,E,M
93,13,0.9960126074135822,M,M
93,15,0.39325586327451273,E,M
93,17,0.38852051714025393,E,M
93,18,0.002069444990801971,E,M
93,19,0.018157224711345527,E,M
93,21,0.9959421204992901,M,M
93,22,0.0028077668882622296,E,M
93,23,0.012673724981913681,E,M
93,24,0.5768609010034561,M,M
93,26,0.9997560242971317,M,M
93,27,0.0018708079491152458,E,M
93,28,0.5933929761890738,M,M
93,29,0.6747812733742626,M,M
93,30,0.9994375309693333,M,M
93,31,0.0006079075067392153,E,M
93,32,0.9965412627826125,M,M
94,1,0.9999606569332056,M,M
94,3,0.9933147989002704,M,M
94,5,0.9997537498030235,M,M
94,6,0.9960647267142391,M,M
94,7,0.9914719000228365,M,M
94,8,0.9999999999798201,M,M
94,9,0.9999852305108059,M,M
94,10,0.9803684213870296,M,M
95,1,0.01040197274275628,E,M
95,2,0.00781383650595033,E,M
95,6,0.9923288052237291,M,M
95,7,0.2361030912799832,E,M
95,8,0.6689449679489833,M,M
95,9,0.952923879016382,M,M
95,10,0.0022414968850899488,E,M
95,11,0.9284786179273828,M,M
95,13,0.9150038012755372,M,M
95,14,0.028306713545442546,E,M
95,15,0.011521905507788081,E,M
95,17,0.9939619857789712,M,M
95,18,0.303825451574063,E,M
96,1,0.9884363461921538,M,M
96,2,2.500324459133916e-05,E,M
96,3,0.9997778586012116,M,M
96,4,0.7815333339244327,M,M
96,5,0.008893109605717446,E,M
96,6,0.0012794204409625565,E,M
96,7,0.0009305489979261899,E,M
96,8,0.018006810384256878,E,M
96,9,0.2791434571528465,E,M
96,11,0.31680226104014425,E,M
96,12,0.999991595843214,M,M
96,13,0.6645636988347253,M,M
96,14,0.00038883417685361456,E,M
96,15,0.9998164785272641,M,M
96,16,0.002178461372054349,E,M
96,17,0.03083318678292059,E,M
96,18,0.9824209677613336,M,M
96,19,0.004374166603969591,E,M
96,20,0.05865048047388731,E,M
96,21,0.0007362937624099456,E,M
96,22,8.238442796723338e-05,E,M
96,23,0.11298591102632213,E,M
96,24,0.09566854978000308,E,M
97,1,1.618694157083366e-05,E,M
97,2,0.0003412575086086873,E,M
97,3,0.4069782460254112,E,M
97,4,0.512305209151523,M,M
97,5,0.973461140446325,M,M
97,6,0.9681440368732329,M,M
97,7,0.8394347847192561,M,M
97,8,5.592891492730066e-06,E,M
97,9,0.5961071597970481,M,M
97,10,0.5905295235140792,M,M
97,11,0.9999937314195307,M,M
97,12,0.0001609321678441835,E,M
97,13,0.3890274303406169,E,M
97,14,0.9961750829967538,M,M
97,15,0.00041287369182957715,E,M
97,16,4.596323882873014e-06,E,M
97,17,0.5357179361374648,M,M
97,18,0.12833973896032452,E,M
97,20,0.0001628226530566405,E,M
97,21,4.04558337058144e-06,E,M
97,24,0.9997172330136642,M,M
97,25,0.8109770967097963,M,M
97,26,0.9820935772166981,M,M
97,27,0.11545276688006269,E,M
97,28,0.9965801671381612,M,M
97,29,0.9928584490322152,M,M
98,1,0.9865984469644568,M,M
98,2,0.9999969758259887,M,M
98,3,0.8930091916617616,M,M
98,4,0.11960182028681879,E,M
98,5,0.00433763306113146,E,M
98,6,0.7329029471253703,M,M
98,7,0.0007686448592311991,E,M
98,8,0.03425249628464379,E,M
98,9,0.006991517139257933,E,M
98,10,0.6732671855096974,M,M
98,11,0.0009149006828594893,E,M
98,12,0.0031482112098032357,E,M
98,13,0.00377296911628981,E,M
98,14,0.984933604620148,M,M
98,15,0.9915441408017326,M,M
98,16,0.6230414782822256,M,M
98,19,0.9998669666201863,M,M
98,21,0.9952924936813354,M,M
98,23,0.0004089162965224038,E,M
98,24,0.12826347363760507,E,M
98,25,0.9692656182386241,M,M
98,26,0.9785825980433628,M,M
98,27,0.00027355299662651025,E,M
98,28,0.005452418825496945,E,M
98,29,0.0644010348407766,E,M
98,31,0.036553969142754605,E,M
98,32,0.9819579364658368,M,M
98,33,0.000785465988989523,E,M
98,34,0.9975222976566261,M,M
99,1,4.7772589172777415e-05,E,M
99,2,7.190622953492952e-06,E,M
99,3,0.9899178635737268,M,M
99,4,0.04979854965614546,E,M
99,5,0.9999925500240135,M,M
99,6,0.0026918886706402,E,M
99,7,6.612409934777014e-05,E,M
99,8,0.9969932229555911,M,M
99,9,0.9845369711846218,M,M
99,10,0.005235172442340388,E,M
99,11,0.00015325526946462624,E,M
99,13,0.9424456774802337,M,M
99,14,8.041195775749992e-06,E,M
99,15,4.835604938380333e-05,E,M
99,16,0.99866868096034,M,M
99,17,0.9999993556132214,M,M
99,18,0.9990049135790408,M,M
99,19,0.004155726890247068,E,M
99,20,0.0011418853717677817,E,M
99,21,0.008316846946650854,E,M
99,23,0.0009467437593724526,E,M
99,24,8.953512676224385e-05,E,M
99,25,0.0002148767796062708,E,M
99,26,3.5037428767313063e-06,E,M
99,27,0.9999059002117187,M,M
99,28,0.9969499117673708,M,M
99,29,0.9962486427967175,M,M
99,30,0.9779706935451866,M,M
99,31,0.9999538889487773,M,M
99,32,0.0010815871501699949,E,M
99,33,0.31993549179506964,E,M
99,34,0.6568473030722018,M,M
99,35,0.0010016394502566572,E,M
99,36,0.007973435682936653,E,M
99,37,0.020885837811948926,E,M
99,38,0.3537177872455697,E,M
100,1,0.00014377726520613254,E,M
100,2,0.3539027870280722,E,M
100,3,0.006600370265340783,E,M
100,4,0.001281648274955392,E,M
100,5,4.736594507889006e-05,E,M
100,6,0.018771832056018973,E,M
100,7,0.00017256756906201451,E,M
100,8,0.011702708987512038,E,M
100,9,2.897770869593993e-05,E,M
100,10,0.9999979022128931,M,M
100,11,0.9423409776462823,M,M
100,12,0.04901301276434539,E,M
100,13,0.0002077334176153934,E,M
100,14,0.9999914766356348,M,M
100,15,0.05123968202181898,E,M
100,16,3.3046639181123986e-05,E,M
100,17,0.9995350196850727,M,M
100,18,0.03491440494957004,E,M
100,19,0.0009161205120814236,E,M
100,20,0.9999994925770931,M,M
100,21,0.25730696887938476,E,M
101,1,0.7035456365123827,M,M
101,2,0.9407414683309917,M,M
101,3,0.9998842730971007,M,M
101,4,0.9839800336973743,M,M
101,5,0.9992342338044151,M,M
101,6,0.9479770236622341,M,M
101,7,0.002829425073623612,E,M
101,9,0.6726190373625249,M,M
101,10,0.00010093917518518591,E,M
101,11,1.936375580873561e-05,E,M
101,12,0.9410667572234993,M,M
101,13,0.9947031322420157,M,M
101,14,0.999848807003309,M,M
101,15,0.9853935755383201,M,M
101,16,0.2368648422908891,E,M
101,17,0.01211282598318759,E,M
101,20,0.018819784924956662,E,M
101,21,0.9995346767687733,M,M
101,22,0.9037549432769385,M,M
101,23,0.28860811155874133,E,M
101,24,5.430033471268417e-06,E,M
102,2,0.4452838725937275,E,M
102,3,4.5657509705217297e-07,E,M
102,4,0.0027035719307258715,E,M
102,6,0.0003876285339599658,E,M
102,7,0.9572341549606459,M,M
102,8,0.9999733829177186,M,M
102,9,0.022165991168088588,E,M
102,10,0.9973745112337874,M,M
102,11,0.9338374571103385,M,M
102,12,0.9992372991260889,M,M
102,13,0.9999994373793809,M,M
102,14,0.04345297311923402,E,M
102,15,0.4348496320478994,E,M
102,16,0.06477379700258497,E,M
102,17,0.49799434159010236,E,M
102,18,0.0066855349788375994,E,M
102,19,0.0008466186242732267,E,M
102,20,0.056813025950217866,E,M
102,21,0.9997285558293817,M,M
102,22,3.110545463763999e-05,E,M
102,23,0.04267918558999301,E,M
102,24,0.9984265497212832,M,M
102,26,0.9695493694536683,M,M
102,27,4.2966484891940275e-05,E,M
102,28,0.2698651265113415,E,M
102,29,0.008167118516496926,E,M
102,30,0.6660877638181537,M,M
102,31,0.9978139787807543,M,M
102,32,0.0808971475680312,E,M
102,33,0.00018162251275485126,E,M
102,35,0.9996864745671218,M,M
102,36,0.9982604830069277,M,M
102,37,0.002914361771014941,E,M
102,38,9.689777829776026e-05,E,M
102,39,0.09158348261754364,E,M
102,40,0.9962518570616925,M,M
102,41,1.2591894328942705e-05,E,M
102,42,0.002107049021804447,E,M
102,43,0.9965317936597587,M,M
103,1,0.9884208068903115,M,M
103,2,0.03540974153582107,E,M
103,3,5.87346672443432e-05,E,M
103,4,0.000462887349214772,E,M
103,6,0.740901743777508,M,M
103,7,0.0004666720747665046,E,M
103,8,0.009873986826751677,E,M
103,11,0.042157343879843816,E,M
103,13,0.0020655911078472605,E,M
104,1,0.03905518469068896,E,M
104,3,0.9999515988559429,M,M
104,4,0.00013366546386996378,E,M
104,6,0.9444441578165619,M,M
104,7,0.920917275568107,M,M
106,1,9.32499600373018e-06,E,M
106,2,0.9905865144051863,M,M
106,3,0.9999962479955025,M,M
106,4,0.8497331223094448,M,M
106,5,0.9999948863141634,M,M
106,6,0.6503961064799902,M,M
106,7,0.0014540371808595622,E,M
106,8,0.009585396706822956,E,M
106,9,0.9173422500242867,M,M
106,10,0.9968810567234486,M,M
106,11,0.9977445752924404,M,M
106,12,0.9412815321371445,M,M
106,13,6.095827643601939e-06,E,M
106,14,0.9996670520265384,M,M
106,15,0.3973698549621856,E,M
106,16,0.46512758734804455,E,M
106,17,0.00626970338671183,E,M
106,18,0.9992400687810343,M,M
106,19,0.9890147535260272,M,M
106,20,0.9998673713073886,M,M
107,1,0.9995510425195385,M,M
107,2,0.9958929499465167,M,M
107,3,0.9516469086566762,M,M
107,4,0.10859818512529498,E,M
107,5,0.5871869589475561,M,M
107,6,0.9609377001098802,M,M
107,7,0.998845938291693,M,M
107,8,0.0001878812682292904,E,M
107,9,0.0022206937383866102,E,M
107,10,0.022611414266425763,E,M
107,11,0.004900826946833292,E,M
107,12,9.997956488157393e-05,E,M
107,15,0.7401358686519626,M,M
107,16,0.01872967617073606,E,M
107,18,0.918501014356426,M,M
107,19,0.9874358590347463,M,M
107,21,0.053979274480017436,E,M
107,22,0.011226444891412873,E,M
107,23,0.1656339678890188,E,M
107,24,0.006269700554364649,E,M
107,25,0.8136459226269931,M,M
107,26,0.9993601769274607,M,M
107,27,0.1445858932884524,E,M
107,28,0.022666997689625056,E,M
107,29,0.9795885897335981,M,M
107,30,0.05965231797030479,E,M
107,31,0.999415799337068,M,M
107,33,4.572011786422682e-05,E,M
107,34,0.0031156079303248986,E,M
107,35,0.9767576111208941,M,M
107,36,0.9365511510029412,M,M
107,37,0.17739486519282668,E,M
107,38,0.9924409410424413,M,M
110,1,0.0023594468967616453,E,M
110,2,0.9983629788857078,M,M
110,3,8.632652405697402e-05,E,M
110,4,0.009477873985605446,E,M
110,5,0.005820213566671662,E,M
110,6,0.03348931807994256,E,M
110,8,0.41250656613007747,E,M
110,9,0.9474987067534687,M,M
110,10,0.9995380566686344,M,M
110,11,0.003411124512408955,E,M
110,12,0.049459230154906116,E,M
110,13,0.04211673965307284,E,M
110,14,0.9940853002531526,M,M
110,15,0.009103856459449711,E,M
110,16,0.02978371505327008,E,M
110,17,0.9946329458048216,M,M
110,18,0.7659614557506285,M,M
110,19,0.9991145480132886,M,M
110,20,0.999337761460763,M,M
110,21,0.02055951540277615,E,M
110,23,0.9492894845183631,M,M
110,24,0.4745574159030097,E,M
110,25,0.0026739193756315396,E,M
110,26,0.9999995929925196,M,M
110,29,0.9736753502240901,M,M
110,30,0.019347765015840252,E,M
110,33,0.0008607936143773213,E,M
110,34,0.9991234738728848,M,M
110,35,0.9996526015418649,M,M
110,36,0.0048233512634848,E,M
110,37,0.001823444509769519,E,M
110,38,0.7538501523441272,M,M
110,41,0.9962883736565763,M,M
110,42,0.0004291378462519153,E,M
111,1,0.06658505733945506,E,M
111,2,0.9918511439155943,M,M
111,4,0.9905088331011773,M,M
111,5,7.589736673724175e-05,E,M
111,6,0.0240119181944571,E,M
111,8,3.532548900035662e-05,E,M
111,10,0.773752672613078,M,M
111,11,0.009167518968246502,E,M
111,13,0.08632037524077164,E,M
111,14,0.9649614937907212,M,M
111,15,0.030903240111418616,E,M
112,2,0.6404518203967527,M,M
112,3,0.9901181158214513,M,M
112,5,0.9999458124650383,M,M
112,6,0.999988949316424,M,M
112,7,0.0009835074062249341,E,M
112,8,0.04331339076817722,E,M
113,1,0.0051033326163368795,E,M
113,2,0.0033399048636715686,E,M
113,3,0.014908538945664306,E,M
113,5,0.9999974001595001,M,M
113,6,0.9996182964229082,M,M
113,7,1.7398080350578257e-05,E,M
113,8,0.0017630962755819102,E,M
113,10,0.9999999999999987,M,M
114,2,0.90981783628644,M,M
114,3,0.019163700108269486,E,M
114,4,2.386919708713354e-05,E,M
114,5,0.9999309109126552,M,M
114,6,0.015497647225521724,E,M
114,7,0.003330529110958912,E,M
114,9,0.0008638513410893058,E,M
114,11,0.059185063742982456,E,M
114,12,0.37944904826093756,E,M
114,13,0.08022065400400553,E,M
114,15,0.0038452283533423563,E,M
114,16,0.0004914663372459869,E,M
114,17,0.0006617163570092172,E,M
114,18,0.0006174849688924379,E,M
114,19,0.9857186683959954,M,M
114,20,5.2781833965991413e-05,E,M
114,23,0.9999617284490125,M,M
114,25,0.02109844917141805,E,M
115,2,0.0002901747658701763,E,M
115,4,0.016871481887507853,E,M
115,6,0.07655154434864836,E,M
115,8,0.001931018364614635,E,M
115,9,0.021850735936766407,E,M
115,11,0.012841123206195551,E,M
115,12,0.9848245484656012,M,M
115,13,0.981364892798858,M,M
115,14,0.9989379707350389,M,M
115,15,0.12581822388829647,E,M
115,16,0.022843986440677762,E,M
115,17,0.06059264219397217,E,M
115,18,0.0004990716677836322,E,M
115,19,0.021853240351876354,E,M
115,20,0.9918918575919977,M,M
115,21,0.9998987100899763,M,M
115,22,0.00016610755868371444,E,M
115,24,0.012111005731692586,E,M
115,27,0.9987596798942435,M,M
115,28,0.8500227155262153,M,M
116,1,0.0008983313872639122,E,M
116,3,0.005046130502782886,E,M
116,4,0.9966076745522137,M,M
116,5,0.9990241021523266,M,M
116,6,0.9992848923368205,M,M
116,7,0.9982672945593812,M,M
116,8,0.03236687554385491,E,M
116,9,0.0755970332565239,E,M
116,10,0.0037530755591821396,E,M
116,11,0.00013249881407619645,E,M
116,12,0.014333383770491533,E,M
116,13,0.0004438512188561619,E,M
116,14,0.9976717956927088,M,M
116,15,0.9993064854214431,M,M
116,16,0.006329680236455388,E,M
116,17,0.30857054508915704,E,M
116,18,0.005499415402028748,E,M
116,19,0.9999955798794548,M,M
116,20,0.14570376121922268,E,M
116,21,0.9998969421142011,M,M
116,22,0.006525352874768047,E,M
116,23,0.24754399310642639,E,M
117,2,4.07375026194435e-05,E,M
117,4,2.192868652056661e-05,E,M
117,7,0.029263354019781525,E,M
117,8,0.00016800472315229157,E,M
117,9,0.0013609294675578612,E,M
117,10,0.9928465099117538,M,M
117,11,3.252318338981053e-06,E,M
117,12,2.1583240360533038e-05,E,M
117,13,8.278626311328127e-06,E,M
117,14,0.6512707929677177,M,M
117,15,0.000849998298968738,E,M
117,16,0.0008566667412677013,E,M
117,18,0.0029054399364958784,E,M
117,19,0.012047817123743884,E,M
117,20,0.6497046768250068,M,M
117,21,0.766411029439234,M,M
123,1,0.1015817876418198,E,M
123,2,0.03406278650941094,E,M
123,3,0.0009590366142234025,E,M
123,6,0.9995936060337323,M,M
123,7,0.9999999999943472,M,M
123,8,0.012887188077408117,E,M
123,9,0.9999649553306721,M,M
123,10,0.999979681118464,M,M
123,11,0.9520702924119729,M,M
124,1,0.7958842621933067,M,M
124,2,5.511758559930329e-05,E,M
124,3,0.0028908625180084574,E,M
124,4,0.8411121548559098,M,M
124,5,0.9999782529275747,M,M
124,6,0.00010407578184262196,E,M
124,7,0.008348007335606134,E,M
124,8,0.9860950763772702,M,M
124,9,0.061812255270957205,E,M
124,10,0.9893105831957947,M,M
124,11,0.016320335300151603,E,M
124,12,0.9990288854543683,M,M
124,13,0.9999999999980491,M,M
124,14,0.0006775050402158357,E,M
124,15,0.00039219005117464053,E,M
124,17,6.861777079355589e-05,E,M
124,18,0.00011779675471596325,E,M
124,19,0.0016953767739393618,E,M
124,20,1.1990617333336867e-05,E,M
124,21,1.3886372604811638e-05,E,M
124,22,0.9999999999590867,M,M
124,23,0.9999852278222735,M,M
124,24,0.0011921571747725917,E,M
124,25,0.000498048866182361,E,M
124,28,0.8843544765985574,M,M
129,1,0.8846002328975242,M,M
129,2,0.0018058073172435673,E,M
129,3,0.8795401098128413,M,M
129,4,0.002131645536696367,E,M
129,5,0.6300436443016777,M,M
129,6,0.9999918529938756,M,M
129,7,0.9985743173403503,M,M
129,8,0.999857869557011,M,M
129,9,0.9520358443016959,M,M
129,10,0.00020599970154940893,E,M
129,11,0.00014130116508998477,E,M
129,12,8.383057705559717e-05,E,M
129,13,0.005678477322930482,E,M
129,16,0.8427816232143542,M,M
129,17,0.9815513055740802,M,M
129,18,1.3461295815731018e-05,E,M
129,19,0.007073348196896831,E,M
129,20,0.9970071593182822,M,M
129,21,0.027392882341893614,E,M
129,22,6.98402219957765e-06,E,M
130,2,0.9987584589380618,M,M
130,3,3.249528948397347e-05,E,M
130,4,0.0005604493140407352,E,M
130,6,0.0007086774869068994,E,M
130,7,0.005242809587739766,E,M
130,8,7.08671192176226e-06,E,M
130,9,0.0021238213484085756,E,M
130,10,0.9899078162685886,M,M
130,11,0.9289881215372543,M,M
130,12,0.0503878215030282,E,M
130,13,0.00011577555234560786,E,M
130,14,3.193861050258147e-05,E,M
130,15,0.03277252759151817,E,M
130,16,0.0057992330883851586,E,M
130,17,0.004264510504034489,E,M
130,19,0.0032083266643172102,E,M
130,21,0.5771266904701178,M,M
130,22,0.9971780968782614,M,M
130,23,3.2265843833959336e-06,E,M
130,24,0.9548786813534149,M,M
130,25,0.2222296270896453,E,M
130,26,0.0005830340859187322,E,M
130,27,7.473477432916011e-05,E,M
130,29,0.7528621921165362,M,M
130,31,0.0002820628005980407,E,M
130,32,0.0007434657839263797,E,M
130,33,0.9999999794636734,M,M
131,1,0.0035063984146150133,E,M
131,2,0.00847118045242119,E,M
131,4,0.0018033718440763342,E,M
131,5,0.9176754505617749,M,M
131,6,0.004719181919239729,E,M
131,7,0.0012308921678643723,E,M
131,8,0.998980259180002,M,M
131,9,0.00011595277063651907,E,M
131,10,0.9924556991101229,M,M
131,12,0.00047359268108953693,E,M
131,13,0.0066377261318133545,E,M
131,14,0.009837549470647909,E,M
131,15,0.0002866000490039435,E,M
131,16,0.9999614853647731,M,M
131,17,0.06863361213048996,E,M
131,18,7.350261451908864e-05,E,M
131,19,0.00010923979098338723,E,M
131,20,0.0008502048239728425,E,M
131,22,0.00014291642036846441,E,M
131,23,0.0694009011925833,E,M
131,24,0.6339944711469018,M,M
131,25,0.047424022232740656,E,M
131,26,0.0007688529822920654,E,M
131,27,0.9736626434380242,M,M
131,28,0.011373317261965981,E,M
131,29,0.9975083636410063,M,M
131,30,0.006164353710009841,E,M
131,31,0.9999952492025839,M,M
131,34,0.0007851804158117979,E,M
132,1,0.00226507730694429,E,M
132,2,0.9510255547983548,M,M
132,3,0.8187511529533473,M,M
132,6,0.007989693417966355,E,M
132,7,0.9552141115073296,M,M
132,8,3.123680874220133e-05,E,M
132,11,0.9862413348156084,M,M
132,12,0.9999888258006042,M,M
132,13,0.7750234367712906,M,M
132,14,0.139219348831205,E,M
132,15,0.7763122438140632,M,M
132,16,0.04234064169984539,E,M
132,17,0.9962605347778575,M,M
132,18,1.4496172651030766e-06,E,M
132,19,0.9438100444218108,M,M
132,20,0.9165932293525302,M,M
132,21,0.9978771919787492,M,M
132,22,0.9953257479736579,M,M
132,23,0.9986133210633829,M,M
132,24,0.9999907659007896,M,M
132,25,0.9106265246437649,M,M
